Timestamp,3370-01-AI156,3370-01-AI153,3370-01-AI109,3370-01-AI110,3370-01-EBB08
 2024-08-06 05:59:55,9.202,8.023,51.759,53.018,9.202
 2024-08-06 06:00:34,9.207,10.571,51.691,53.094,9.207
 2024-08-06 06:40:18,9.197,8.208,51.675,50.363,9.197
 2024-08-06 06:58:49,9.202,8.206,51.996,51.744,9.202
 2024-08-06 07:01:01,9.197,8.208,51.927,51.675,9.197
 2024-08-06 07:29:57,9.202,8.202,51.981,51.996,9.202
 2024-08-06 07:31:06,9.197,8.204,49.486,51.942,9.197
 2024-08-06 08:39:25,9.193,8.198,54.941,51.958,9.193
 2024-08-06 08:55:36,9.284,8.2,53.934,49.532,9.284
 2024-08-06 08:55:44,7.769,8.198,53.743,54.956,7.769
 2024-08-06 08:59:51,8.799,8.236,52.927,53.941,8.799
 2024-08-06 08:59:58,8.758,6.237,53.911,53.758,8.758
 2024-08-06 09:14:22,8.808,8.055,53.491,52.942,8.808
 2024-08-06 09:59:54,8.703,8.027,53.522,53.934,8.703
 2024-08-06 10:00:02,8.721,8.061,53.537,53.506,8.721
 2024-08-06 10:00:25,8.758,7.964,53.331,53.537,8.758
 2024-08-06 10:55:14,8.634,7.988,53.384,53.354,8.634
 2024-08-06 10:59:52,8.666,7.996,53.377,53.552,8.666
 2024-08-06 11:00:00,8.671,7.885,55.978,53.4,8.671
 2024-08-06 11:06:10,8.698,7.924,50.89,53.392,8.698
 2024-08-06 11:52:15,8.589,7.927,52.698,55.849,8.589
 2024-08-06 11:59:59,8.602,7.943,52.621,50.867,8.602
 2024-08-06 12:00:06,8.593,7.83,51.668,52.698,8.593
 2024-08-06 12:11:48,8.639,7.859,52.293,52.629,8.639
 2024-08-06 12:59:17,8.515,7.847,52.286,51.645,8.515
 2024-08-06 12:59:56,8.552,7.88,52.278,52.278,8.552
 2024-08-06 13:00:11,8.534,7.759,52.53,52.263,8.534
 2024-08-06 13:07:00,8.57,7.792,52.454,52.522,8.57
 2024-08-06 13:52:01,8.451,7.794,52.476,52.454,8.451
 2024-08-06 14:00:00,8.488,7.811,52.461,52.461,8.488
 2024-08-06 14:00:07,8.465,7.695,52.675,52.438,8.465
 2024-08-06 14:02:33,8.511,7.748,52.66,52.667,8.511
 2024-08-06 14:53:52,8.392,7.7,52.667,52.637,8.392
 2024-08-06 14:59:55,8.424,7.75,52.599,52.652,8.424
 2024-08-06 15:00:02,8.433,7.632,52.835,52.538,8.437
 2024-08-06 15:02:06,8.442,7.668,52.812,52.827,8.442
 2024-08-06 15:48:17,8.328,7.674,52.789,52.789,8.328
 2024-08-06 16:00:00,8.346,7.683,52.705,52.766,8.346
 2024-08-06 16:00:07,8.36,7.569,53.018,52.705,8.36
 2024-08-06 16:02:19,8.323,7.582,52.934,52.98,8.323
 2024-08-06 16:05:31,10.525,7.599,52.98,52.934,10.525
 2024-08-06 16:59:49,8.717,7.567,52.904,52.972,8.717
 2024-08-06 17:00:58,8.712,9.547,53.14,52.888,8.712
 2024-08-06 17:15:39,10.072,7.716,53.026,53.133,10.072
 2024-08-06 17:35:05,8.103,7.718,53.049,53.018,8.103
 2024-08-06 17:59:54,8.923,8.294,53.033,53.049,8.923
 2024-08-06 18:00:02,8.9,7.342,53.262,53.033,8.9
 2024-08-06 18:12:47,8.273,7.822,53.224,53.255,8.273
 2024-08-06 18:25:38,9.083,7.859,53.194,53.194,9.083
 2024-08-06 18:59:59,8.781,8.196,51.797,53.209,8.781
 2024-08-06 19:00:07,8.749,7.456,55.101,51.721,8.749
 2024-08-06 19:32:02,8.405,8.015,54.43,55.116,8.405
 2024-08-06 19:58:40,9.239,8.009,54.475,54.445,9.239
 2024-08-06 19:59:57,9.088,7.641,54.933,54.491,9.088
 2024-08-06 20:00:05,9.124,8.212,50.417,54.948,9.124
 2024-08-06 20:10:23,8.978,8.101,53.384,50.462,8.978
 2024-08-06 20:26:20,9.271,8.112,53.3,53.415,9.271
 2024-08-06 21:00:02,9.243,8.04,50.394,53.331,9.243
 2024-08-06 21:00:17,9.211,8.25,54.17,50.447,9.211
 2024-08-06 21:21:33,9.078,8.189,51.37,54.193,9.078
 2024-08-06 21:54:06,9.358,8.194,51.378,51.416,9.358
 2024-08-06 22:00:02,9.316,8.128,50.798,51.424,9.316
 2024-08-06 22:00:09,9.271,8.326,53.323,50.851,9.271
 2024-08-06 22:35:57,9.486,8.315,52.766,53.369,9.486
 2024-08-06 22:37:07,8.904,8.309,52.82,52.789,8.108
 2024-08-06 22:59:55,9.261,8.505,52.904,52.843,9.261
 2024-08-06 23:00:10,9.289,7.973,52.095,52.934,9.289
 2024-08-06 23:08:32,9.023,8.318,52.621,52.126,9.023
 2024-08-06 23:09:11,10.758,8.301,52.538,52.66,10.122
 2024-08-06 23:41:52,9.33,7.885,52.606,52.576,9.33
 2024-08-07 00:41:45,9.326,9.028,51.889,52.637,9.326
 2024-08-07 00:59:47,9.33,8.334,51.904,51.912,9.33
 2024-08-07 01:02:21,9.326,8.332,51.965,51.935,9.326
 2024-08-07 01:17:40,9.33,8.334,51.035,52.003,9.33
 2024-08-07 01:56:33,9.33,8.332,52.972,51.065,9.33
 2024-08-07 02:15:20,9.321,8.33,52.118,53.011,9.321
 2024-08-07 02:15:36,9.335,8.332,52.164,52.141,9.335
 2024-08-07 02:59:35,9.33,8.33,51.263,52.194,9.33
 2024-08-07 03:01:39,9.326,8.334,55.101,51.302,9.326
 2024-08-07 03:12:35,8.502,8.322,52.904,55.139,8.502
 2024-08-07 03:12:51,9.591,8.335,52.873,52.911,9.591
 2024-08-07 03:59:57,9.257,8.33,53.087,52.888,9.243
 2024-08-07 04:00:05,9.234,8.328,53.033,53.102,9.234
 2024-08-07 04:01:14,9.261,6.504,53.026,53.049,9.261
 2024-08-07 04:59:02,9.156,8.561,52.927,53.041,9.156
 2024-08-07 04:59:56,9.17,8.253,53.033,52.942,9.17
 2024-08-07 05:00:03,9.197,8.231,52.972,53.049,9.197
 2024-08-07 05:55:55,9.088,8.263,52.988,52.98,9.088
 2024-08-07 05:59:46,9.11,8.156,53.011,53.003,9.11
 2024-08-07 06:00:02,9.12,8.16,52.95,53.026,9.12
 2024-08-07 06:39:10,9.623,8.198,52.972,52.965,8.9
 2024-08-07 06:39:17,8.9,8.095,52.965,52.988,9.413
 2024-08-07 06:57:50,9.11,8.107,54.948,52.98,9.11
 2024-08-07 07:02:59,9.115,8.118,51.813,54.956,9.115
 2024-08-07 07:29:53,9.11,8.65,53.163,51.828,9.11
 2024-08-07 07:59:37,9.11,7.878,53.171,53.178,9.11
 2024-08-07 08:00:15,9.115,8.112,53.14,53.156,9.115
 2024-08-07 08:55:44,9.298,8.114,53.384,53.4,9.298
 2024-08-07 08:57:40,6.785,8.112,53.346,53.362,6.785
 2024-08-07 08:59:59,9.088,8.112,53.339,53.354,9.088
 2024-08-07 09:00:07,9.065,8.114,53.331,53.346,9.065
 2024-08-07 09:03:12,9.101,8.295,53.552,53.568,9.101
 2024-08-07 09:55:13,8.982,5.738,53.514,53.529,8.982
 2024-08-07 09:59:59,9.014,8.089,53.529,53.545,9.014
 2024-08-07 10:00:07,9.01,8.053,51.187,51.21,9.01
 2024-08-07 10:05:47,9.037,8.097,54.926,54.941,9.037
 2024-08-07 10:56:05,8.918,7.986,53.514,53.529,8.918
 2024-08-07 10:59:49,8.932,8.021,53.415,53.43,8.932
 2024-08-07 11:00:04,8.936,8.004,53.362,53.377,8.936
 2024-08-07 11:01:46,8.959,8.025,53.842,53.857,8.959
 2024-08-07 11:58:08,8.845,7.92,53.667,53.674,8.845
 2024-08-07 11:59:57,8.872,7.948,53.674,53.69,8.872
 2024-08-07 12:00:04,8.886,7.943,56.169,56.223,8.886
 2024-08-07 12:04:20,8.895,7.969,52.568,52.583,8.9
 2024-08-07 12:52:06,8.785,7.855,54.475,54.483,8.785
 2024-08-07 12:59:57,8.813,7.87,54.46,54.475,8.813
 2024-08-07 13:00:13,8.795,7.853,52.995,53.011,8.795
 2024-08-07 13:05:22,8.836,7.897,53.789,53.804,8.836
 2024-08-07 13:52:37,8.721,7.79,53.781,53.796,8.721
 2024-08-07 13:59:57,8.735,7.815,53.735,53.751,8.735
 2024-08-07 14:00:13,8.717,7.824,53.949,53.964,8.717
 2024-08-07 14:01:07,8.763,7.834,53.934,53.949,8.763
 2024-08-07 14:54:41,8.643,7.714,53.926,53.941,8.643
 2024-08-07 14:59:57,8.666,7.742,53.903,53.918,8.666
 2024-08-07 15:00:05,8.653,7.738,54.102,54.117,8.653
 2024-08-07 15:00:13,8.68,7.761,54.086,54.109,8.68
 2024-08-07 15:55:04,8.579,7.645,54.071,54.086,8.579
 2024-08-07 16:00:06,8.589,7.67,54.033,54.041,8.589
 2024-08-07 16:00:13,8.607,7.655,54.231,54.247,8.607
 2024-08-07 16:08:12,8.241,7.685,54.193,54.208,8.364
 2024-08-07 16:08:20,8.831,7.582,54.185,54.201,8.831
 2024-08-07 16:44:08,8.621,7.588,54.155,54.17,8.621
 2024-08-07 17:07:56,8.625,7.607,54.361,54.376,8.625
 2024-08-07 17:40:56,8.112,8.965,54.315,54.33,8.112
 2024-08-07 17:41:27,10.323,6.993,54.33,54.338,10.323
 2024-08-07 17:47:45,8.648,7.622,54.3,54.315,8.648
 2024-08-07 19:00:40,8.653,7.62,54.468,54.483,8.653
 2024-08-07 19:00:48,8.648,7.122,54.46,54.468,8.648
 2024-08-07 19:59:36,8.648,8.587,54.43,54.475,8.648
 2024-08-07 20:03:04,8.653,7.649,54.407,54.422,8.653
 2024-08-07 20:24:03,9.724,7.651,54.575,54.582,9.724
 2024-08-07 20:45:08,8.158,7.649,54.552,54.567,8.158
 2024-08-07 20:59:55,8.781,7.649,54.529,54.544,8.781
 2024-08-07 21:00:02,8.767,7.651,52.377,52.415,8.767
 2024-08-07 21:27:19,9.042,7.649,55.139,55.154,9.042
 2024-08-07 21:27:50,8.666,7.651,54.636,54.651,8.666
 2024-08-07 21:59:51,8.868,7.656,54.628,54.643,8.868
 2024-08-07 21:59:59,8.827,7.374,52.339,52.37,8.827
 2024-08-07 22:18:26,8.685,8.278,55.452,55.475,8.685
 2024-08-07 22:31:26,9.124,7.771,54.308,54.315,9.124
 2024-08-07 23:00:00,9.01,7.719,54.3,54.346,9.01
 2024-08-07 23:00:08,9.019,7.651,54.697,54.712,9.019
 2024-08-07 23:37:34,9.358,7.883,54.567,54.323,9.358
 2024-08-07 23:40:09,8.273,7.849,54.544,54.582,8.273
 2024-08-07 23:59:49,8.808,7.847,54.437,54.575,8.808
 2024-08-07 23:59:57,8.9,7.729,54.567,54.453,8.9
 2024-08-08 00:41:46,9.321,8.004,54.468,54.582,9.321
 2024-08-08 00:42:01,8.63,7.958,54.475,54.475,8.63
 2024-08-08 00:59:47,9.042,7.964,54.536,54.483,9.042
 2024-08-08 00:59:55,9.033,8.408,51.721,54.552,9.033
 2024-08-08 01:15:45,8.456,7.462,53.087,51.767,8.456
 2024-08-08 01:16:39,10.113,7.983,53.117,53.11,10.113
 2024-08-08 01:58:28,9.188,8.053,53.766,53.14,9.188
 2024-08-08 02:00:47,9.184,7.853,52.95,53.796,9.184
 2024-08-08 02:59:48,9.197,8.528,52.965,52.972,9.193
 2024-08-08 03:00:04,9.184,8.227,52.98,52.995,9.184
 2024-08-08 03:29:09,9.188,8.225,53.583,53.003,9.188
 2024-08-08 03:57:27,9.188,7.616,52.736,53.606,9.188
 2024-08-08 04:00:09,9.184,8.551,52.82,52.759,9.184
 2024-08-08 04:16:44,9.17,8.189,52.866,52.85,9.17
 2024-08-08 04:16:52,9.193,8.187,50.813,52.896,9.193
 2024-08-08 04:59:57,9.188,8.198,54.17,50.859,9.188
 2024-08-08 05:03:33,9.184,8.183,52.042,54.193,9.184
 2024-08-08 05:29:47,9.188,8.189,52.019,52.08,9.188
 2024-08-08 05:59:52,9.184,8.187,52.522,52.057,9.184
 2024-08-08 06:00:00,9.188,8.189,50.142,52.568,9.188
 2024-08-08 06:04:45,9.184,8.168,51.759,50.188,9.184
 2024-08-08 06:59:40,9.188,8.196,51.996,51.805,9.188
 2024-08-08 07:00:19,9.184,8.189,50.378,52.034,9.184
 2024-08-08 07:29:46,9.188,8.187,55.421,50.424,9.188
 2024-08-08 07:58:50,9.188,8.189,53.3,55.406,9.188
 2024-08-08 08:00:07,9.184,8.189,53.323,53.316,9.184
 2024-08-08 08:51:26,9.298,8.187,53.537,53.339,9.298
 2024-08-08 08:53:14,7.733,8.189,53.3,53.552,7.733
 2024-08-08 08:59:55,9.133,8.187,53.43,53.323,9.133
 2024-08-08 09:00:03,9.152,8.189,53.392,53.445,9.152
 2024-08-08 09:01:59,9.165,8.187,53.339,53.407,9.165
 2024-08-08 09:55:29,9.055,8.187,53.506,53.354,9.055
 2024-08-08 09:59:51,9.069,8.189,53.445,53.522,9.069
 2024-08-08 09:59:59,9.083,8.307,53.438,53.461,9.083
 2024-08-08 10:03:12,9.097,7.056,53.461,53.453,9.097
 2024-08-08 10:47:03,8.991,8.13,53.377,53.476,8.991
 2024-08-08 10:59:55,9.019,8.149,53.4,53.392,9.019
 2024-08-08 11:00:03,9.005,8.166,53.407,53.415,9.005
 2024-08-08 11:09:11,9.033,8.055,53.445,53.43,9.033
 2024-08-08 11:48:42,8.927,8.078,53.4,53.461,8.927
 2024-08-08 11:59:46,8.941,8.084,53.423,53.415,8.941
 2024-08-08 12:00:01,8.95,8.101,53.415,53.438,8.95
 2024-08-08 12:01:19,8.964,7.996,53.4,53.43,8.969
 2024-08-08 12:57:39,8.859,8.017,53.445,53.461,8.859
 2024-08-08 12:59:50,8.891,8.002,53.423,53.415,8.891
 2024-08-08 13:00:05,8.895,8.036,53.43,53.438,8.895
 2024-08-08 13:05:13,8.914,7.935,53.438,53.445,8.914
 2024-08-08 13:55:14,8.795,7.944,53.407,53.43,8.795
 2024-08-08 13:59:52,8.808,7.958,53.415,53.453,8.813
 2024-08-08 14:00:00,8.79,7.965,53.423,53.43,8.79
 2024-08-08 14:00:46,8.836,7.872,55.811,53.438,8.836
 2024-08-08 14:48:12,8.721,7.874,52.309,55.841,8.721
 2024-08-08 14:59:47,8.74,7.895,53.171,52.324,8.74
 2024-08-08 14:59:55,8.735,7.91,53.217,53.186,8.735
 2024-08-08 15:00:56,8.763,7.801,53.69,53.239,8.763
 2024-08-08 15:53:46,8.657,7.811,53.629,53.705,8.657
 2024-08-08 15:59:49,8.689,7.784,53.644,53.644,8.689
 2024-08-08 15:59:56,8.666,7.832,53.606,53.659,8.666
 2024-08-08 16:03:48,8.488,7.735,53.804,53.621,8.488
 2024-08-08 16:03:56,8.785,7.742,53.743,53.804,8.785
 2024-08-08 16:58:03,8.708,7.765,53.781,53.758,8.708
 2024-08-08 16:59:59,8.703,7.653,53.743,53.796,8.703
 2024-08-08 17:32:00,9.765,7.689,53.957,53.751,9.765
 2024-08-08 17:37:47,8.149,7.66,53.911,53.979,8.149
 2024-08-08 17:59:42,8.836,7.658,53.888,53.934,8.836
 2024-08-08 17:59:57,8.749,8.906,54.086,53.926,8.749
 2024-08-08 18:41:41,8.982,7.708,54.056,53.903,8.982
 2024-08-08 18:42:58,8.346,7.71,54.025,54.102,8.346
 2024-08-08 18:59:51,8.52,8.173,54.018,54.071,8.52
 2024-08-08 18:59:58,8.543,7.294,54.208,54.033,8.543
 2024-08-08 19:35:12,8.405,7.729,54.193,54.224,8.405
 2024-08-08 19:59:38,9.17,7.725,54.216,54.208,9.17
 2024-08-08 19:59:53,8.566,7.971,54.163,54.231,8.566
 2024-08-08 20:00:01,8.465,7.586,54.338,54.178,8.465
 2024-08-08 20:02:51,9.202,7.742,54.323,54.361,9.202
 2024-08-08 20:04:08,8.451,7.74,54.338,54.346,8.451
 2024-08-08 20:59:48,8.959,7.664,54.277,54.353,8.959
 2024-08-08 20:59:55,8.932,8.337,54.46,54.292,8.932
 2024-08-08 21:00:34,8.781,7.8,54.422,54.475,8.781
 2024-08-08 21:29:05,9.165,7.731,54.445,54.437,9.165
 2024-08-08 21:59:56,9.046,8.393,51.95,54.453,9.046
 2024-08-08 22:00:03,9.042,7.615,55.147,51.95,9.042
 2024-08-08 22:26:58,8.543,8.122,54.506,55.162,8.543
 2024-08-08 22:27:52,10.044,8.086,54.498,54.514,10.044
 2024-08-08 22:48:57,9.197,7.95,54.887,54.506,9.197
 2024-08-08 23:11:42,9.193,8.332,51.752,54.88,9.193
 2024-08-08 23:11:49,9.197,8.212,53.751,51.79,9.197
 2024-08-09 02:15:15,9.202,8.204,53.69,53.781,9.202
 2024-08-09 02:15:22,9.197,7.244,53.766,53.72,9.197
 2024-08-09 02:30:01,9.197,8.644,51.576,53.796,9.197
 2024-08-09 03:00:04,9.202,8.198,52.515,51.63,9.202
 2024-08-09 03:29:54,9.197,8.2,52.385,52.553,9.197
 2024-08-09 03:50:52,9.197,8.198,52.621,52.438,9.197
 2024-08-09 04:07:27,9.202,8.198,51.202,52.675,9.202
 2024-08-09 04:09:00,9.193,8.2,51.538,51.233,9.193
 2024-08-09 04:59:33,9.197,8.198,51.385,51.591,9.197
 2024-08-09 05:02:30,9.202,8.198,50.294,51.447,9.202
 2024-08-09 05:25:55,9.193,8.2,53.712,50.348,9.193
 2024-08-09 05:59:52,9.197,8.198,51.759,53.743,9.197
 2024-08-09 06:00:23,9.202,8.2,51.668,51.797,9.202
 2024-08-09 06:29:20,9.197,8.198,52.438,51.721,9.197
 2024-08-09 06:59:48,9.197,8.2,51.202,52.476,9.197
 2024-08-09 07:00:12,9.202,8.2,51.553,51.248,9.202
 2024-08-09 07:09:58,9.197,8.196,51.485,51.599,9.197
 2024-08-09 07:59:37,9.202,8.206,51.019,51.523,9.202
 2024-08-09 08:00:31,9.197,8.2,55.521,51.057,9.197
 2024-08-09 08:55:18,7.105,8.202,53.552,55.544,7.105
 2024-08-09 08:55:34,9.413,8.206,53.499,53.568,9.413
 2024-08-09 08:59:56,9.142,8.198,53.239,53.514,9.142
 2024-08-09 09:00:04,9.161,8.202,53.568,53.255,9.161
 2024-08-09 09:11:23,9.174,8.2,53.445,53.583,9.174
 2024-08-09 09:48:18,9.078,8.202,53.476,53.461,9.078
 2024-08-09 09:59:45,9.097,8.202,53.491,53.491,9.097
 2024-08-09 10:00:00,9.106,8.204,53.316,53.506,9.106
 2024-08-09 10:02:58,9.115,5.829,53.377,53.339,9.115
 2024-08-09 10:59:41,9.01,8.335,53.384,53.384,9.01
 2024-08-09 10:59:57,9.051,8.16,53.362,53.392,9.051
 2024-08-09 11:00:04,9.019,8.147,53.453,53.468,9.019
 2024-08-09 11:56:26,9.11,8.177,53.415,53.377,9.11
 2024-08-09 11:56:49,8.877,8.076,53.407,53.43,8.877
 2024-08-09 11:59:54,8.955,8.101,53.43,53.423,8.955
 2024-08-09 12:00:02,9.005,8.105,53.377,53.445,9.005
 2024-08-09 12:09:56,7.545,8.114,53.392,53.392,7.545
 2024-08-09 12:59:49,8.428,8.009,53.4,53.407,8.428
 2024-08-09 12:59:57,8.419,8.059,53.423,53.423,8.419
 2024-08-09 13:00:12,8.456,8.023,53.384,53.438,8.456
 2024-08-09 13:58:59,8.273,8.051,53.392,53.407,8.273
 2024-08-09 13:59:53,8.3,7.914,53.384,53.415,8.3
 2024-08-09 14:00:01,8.305,7.965,53.423,53.407,8.305
 2024-08-09 14:03:52,8.323,8.015,53.407,53.438,8.323
 2024-08-09 14:58:17,8.158,6.363,53.4,53.43,8.158
 2024-08-09 14:59:49,8.177,7.668,53.392,53.423,8.177
 2024-08-09 14:59:57,8.158,7.666,53.423,53.415,8.158
 2024-08-09 15:25:31,8.09,7.689,53.407,53.43,8.09
 2024-08-09 15:27:12,9.82,7.508,53.4,53.423,9.82
 2024-08-09 15:59:57,8.451,7.538,53.415,53.43,8.451
 2024-08-09 16:00:05,8.465,7.534,53.407,53.415,8.465
 2024-08-09 16:16:40,8.186,7.561,53.4,53.423,8.186
 2024-08-09 16:59:39,9.138,7.378,53.415,53.415,9.138
 2024-08-09 16:59:54,9.014,7.405,53.407,53.43,9.014
 2024-08-09 17:00:02,8.264,7.401,53.4,53.43,8.264
 2024-08-09 17:18:57,9.902,7.313,55.559,53.423,9.902
 2024-08-09 17:26:01,8.08,8.967,52.255,55.582,8.08
 2024-08-09 18:00:00,8.621,7.458,53.171,52.271,8.621
 2024-08-09 18:00:08,8.643,7.466,53.041,53.186,8.643
 2024-08-09 18:29:42,8.799,8.864,53.018,53.056,8.799
 2024-08-09 18:32:55,8.396,7.216,53.796,53.033,8.396
 2024-08-09 18:59:57,8.515,7.759,53.583,53.812,8.515
 2024-08-09 19:00:04,8.502,7.384,53.598,53.598,8.502
 2024-08-09 19:26:57,8.795,8.004,53.575,53.613,8.795
 2024-08-09 19:59:00,8.332,7.216,53.804,53.59,8.332
 2024-08-09 20:00:02,8.41,7.557,53.743,53.819,8.41
 2024-08-09 20:00:09,8.401,7.534,53.766,53.751,8.401
 2024-08-09 20:03:45,8.337,7.864,53.735,53.781,8.337
 2024-08-09 20:33:20,8.552,7.47,53.949,53.751,8.552
