Timestamp,3370-01-TBNBRG-VIB-X,3370-01-TBNBRG-VIB-Y,3370-01-CAVITATION,3370-01-G-MODE,3370-01-P-MODE
2024-08-06 12:32:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:32:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:33:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:34:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:35:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:36:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:37:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:38:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:39:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:25,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:30,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:35,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:40,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:45,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:50,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:40:55,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:41:00,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:41:05,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:41:10,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:41:15,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:41:20,79.4,97.63,0.48,1.0,1.0
2024-08-06 12:41:25,79.4,97.63,0.48,1.0,1.0
