Timestamp,3370-01-TBNBRG-VIB-X,3370-01-TBNBRG-VIB-Y,3370-01-CAVITATION
 2024-08-18 03:00:17,1.07,0.91,0.07
 2024-08-18 03:01:42,2.51,1.71,0.06
 2024-08-18 03:31:18,1.77,1.23,0.18
 2024-08-18 03:59:59,1.56,1.13,0.1
 2024-08-18 04:00:07,1.06,1.71,0.06
 2024-08-18 04:12:27,2.45,0.99,0.11
 2024-08-18 04:44:29,2.11,1.38,0.05
 2024-08-18 04:59:55,1.62,1.58,0.08
 2024-08-18 05:00:10,2.48,1.8,0.09
 2024-08-18 05:05:50,1.08,0.9,0.33
 2024-08-18 05:19:28,1.53,1.3,0.03
 2024-08-18 05:59:20,1.73,1.31,0.04
 2024-08-18 06:00:06,181.85,1.13,0.06
 2024-08-18 06:02:48,1.14,166.05,0.03
 2024-08-18 06:41:47,3.53,2.66,0.08
 2024-08-18 06:59:47,3.4,2.55,0.05
 2024-08-18 07:00:18,4.22,3.74,0.04
 2024-08-18 07:05:42,2.65,1.83,0.03
 2024-08-18 07:55:36,3.28,2.61,1.23
 2024-08-18 07:59:58,3.05,2.68,0.54
 2024-08-18 08:00:06,4.76,1.9,0.61
 2024-08-18 08:15:25,2.7,3.51,0.79
 2024-08-18 08:58:07,3.33,2.45,0.51
 2024-08-18 08:59:55,3.13,2.72,0.63
 2024-08-18 09:00:02,11.94,12.69,0.6
 2024-08-18 09:16:46,1.04,0.88,0.74
 2024-08-18 09:23:11,1.51,1.33,0.46
 2024-08-18 10:00:00,1.69,1.37,0.56
 2024-08-18 10:00:07,3.13,1.02,0.52
 2024-08-18 10:01:55,1.04,2.11,0.62
 2024-08-18 10:31:07,1.39,1.27,0.45
 2024-08-18 10:59:56,1.58,1.66,0.54
 2024-08-18 11:00:03,1.02,0.94,0.52
 2024-08-18 11:02:53,338.372,282.24,8.48
 2024-08-18 11:09:19,60.68,52.85,0.05
 2024-08-18 11:59:53,61.23,55.51,0.06
 2024-08-18 12:00:01,55.2,52.31,0.07
 2024-08-18 12:01:49,73.9,70.19,0.05
 2024-08-18 12:10:41,67.19,65.41,0.09
 2024-08-18 12:59:57,65.4,65.05,0.07
 2024-08-18 13:00:12,57.88,57.11,0.08
 2024-08-18 13:11:54,238.01,140.41,0.05
 2024-08-18 14:00:00,64.56,64.74,0.06
 2024-08-18 14:00:47,65.83,61.38,0.07
 2024-08-18 14:01:02,57.81,70.14,0.06
 2024-08-18 14:22:54,80.08,57.65,0.09
 2024-08-18 14:59:57,63.6,62.96,0.07
 2024-08-18 15:00:04,70.73,63.57,0.08
 2024-08-18 15:01:22,454.944,258.85,0.05
 2024-08-18 15:01:45,2.3,1.62,0.09
 2024-08-18 15:59:53,3.64,3.24,0.07
 2024-08-18 16:00:09,3.24,2.66,0.08
 2024-08-18 16:07:59,2.66,2.26,1.09
 2024-08-18 16:14:56,4.47,4.05,0.03
 2024-08-18 16:59:57,3.99,3.3,0.04
 2024-08-18 17:00:04,3.88,3.33,0.05
 2024-08-18 17:03:02,4.42,2.17,0.03
 2024-08-18 17:07:40,2.7,4.31,4.6
 2024-08-18 17:59:54,3.46,3.2,0.41
 2024-08-18 18:00:01,3.31,3.24,0.52
 2024-08-18 18:14:33,4.35,4.4,0.33
 2024-08-18 18:35:23,2.78,2.58,0.66
 2024-08-18 18:59:50,3.34,4.03,0.41
 2024-08-18 18:59:58,3.21,3.34,0.42
 2024-08-18 19:12:42,2.46,2.27,0.32
 2024-08-18 19:20:56,4.48,4.29,0.62
 2024-08-18 19:59:46,4.2,3.17,0.5
 2024-08-18 20:00:01,3.33,3.06,0.53
 2024-08-18 20:15:28,3.84,3.76,0.34
 2024-08-18 20:58:48,0.96,0.89,0.7
 2024-08-18 20:59:50,1.21,1.18,0.59
 2024-08-18 20:59:58,1.52,1.41,0.58
 2024-08-18 21:09:21,1.06,1.07,0.38
 2024-08-18 21:46:32,454.503,445.546,1.76
 2024-08-18 21:59:47,178.77,174.27,0.53
 2024-08-18 22:00:03,182.3,167.87,0.49
 2024-08-18 22:05:03,218.5,144.07,0.39
 2024-08-18 22:25:15,150.97,223.53,1.65
 2024-08-18 22:59:58,169.4,201.15,0.51
 2024-08-18 23:00:06,162.14,199.55,0.49
 2024-08-18 23:12:50,217.73,217.51,0.69
 2024-08-18 23:41:46,139.32,138.42,0.05
 2024-08-18 23:59:55,173.99,178.95,0.06
 2024-08-19 00:00:02,171.43,171.56,0.08
 2024-08-19 00:09:56,202.61,210.7,0.05
 2024-08-19 00:32:04,85.13,73.73,0.11
 2024-08-19 00:59:52,91.32,76.34,0.08
 2024-08-19 01:00:00,96.67,91.52,0.06
 2024-08-19 01:07:05,134.23,68.68,0.05
 2024-08-19 01:58:46,80.57,115.73,0.32
 2024-08-19 01:59:56,98.11,83.93,0.26
 2024-08-19 02:00:04,84.72,78.3,0.27
 2024-08-19 02:00:11,132.74,119.83,0.28
 2024-08-19 02:01:13,77.39,65.82,0.03
 2024-08-19 02:59:52,88.14,80.8,0.05
 2024-08-19 03:00:00,83.47,75.51,0.06
 2024-08-19 03:01:17,194.8,208.29,0.03
 2024-08-19 03:06:33,2.15,1.8,0.08
 2024-08-19 03:59:56,3.17,3.91,0.05
 2024-08-19 04:00:04,3.09,3.79,0.04
 2024-08-19 04:02:07,2.23,2.86,0.03
 2024-08-19 04:20:38,4.63,4.54,0.07
 2024-08-19 04:59:52,3.49,3.93,0.04
 2024-08-19 05:00:00,3.2,3.55,0.05
 2024-08-19 05:01:17,4.22,11.62,0.03
 2024-08-19 05:55:10,1.49,1.26,0.08
 2024-08-19 05:59:48,1.64,1.31,0.06
 2024-08-19 06:00:03,1.3,1.3,0.05
 2024-08-19 06:01:21,11.77,4.17,0.03
 2024-08-19 06:23:45,1,0.82,0.08
 2024-08-19 06:59:45,1.34,1.08,0.04
 2024-08-19 07:00:16,1.26,1.24,0.05
 2024-08-19 07:01:10,11.19,1.83,0.03
 2024-08-19 07:38:43,0.97,0.77,0.08
 2024-08-19 07:59:57,2.07,0.94,0.05
 2024-08-19 08:00:12,1.81,0.89,0.04
 2024-08-19 08:01:14,3.46,1.56,0.03
 2024-08-19 08:44:04,1,0.84,1.28
 2024-08-19 08:59:53,1.55,1.06,0.58
 2024-08-19 09:00:01,1.27,1.05,0.68
 2024-08-19 09:01:18,14.07,1.54,1
 2024-08-19 09:45:17,1.02,0.81,0.5
 2024-08-19 09:59:57,1.42,0.91,0.67
 2024-08-19 10:00:05,1.81,0.98,0.65
 2024-08-19 10:12:49,1.11,0.78,0.46
 2024-08-19 10:13:58,3.2,3.84,0.86
 2024-08-19 10:59:53,1.94,1.3,0.52
 2024-08-19 11:00:01,1.75,1.34,0.53
 2024-08-19 11:36:33,1.11,2.15,0.46
 2024-08-19 11:51:51,3.19,0.91,0.61
 2024-08-19 11:59:57,1.88,1.1,0.51
 2024-08-19 12:00:05,1.74,1.17,0.53
 2024-08-19 12:04:51,1.2,0.76,0.46
 2024-08-19 12:32:22,213.79,268.62,0.59
 2024-08-19 12:59:55,61.33,61.75,0.56
 2024-08-19 13:00:02,59.86,60.67,0.51
 2024-08-19 13:02:14,75.03,59.14,0.46
 2024-08-19 13:13:25,56.47,75.93,0.58
 2024-08-19 13:59:51,67.3,71.37,0.54
 2024-08-19 13:59:59,58.13,68.4,0.52
 2024-08-19 14:24:17,57.9,62.68,7.94
 2024-08-19 14:28:01,106,95.29,0.06
 2024-08-19 14:59:31,71.41,79.49,0.06
 2024-08-19 15:00:02,71.22,74.24,0.08
 2024-08-19 15:01:43,59.22,65.57,0.05
 2024-08-19 15:59:51,79.63,83.01,0.07
 2024-08-19 15:59:59,65.24,76.97,0.06
 2024-08-19 16:12:43,70,70.42,0.34
 2024-08-19 16:16:19,60.84,65.69,0.03
 2024-08-19 16:59:47,85.34,85.11,0.04
 2024-08-19 17:00:03,67.84,72.47,0.03
 2024-08-19 17:10:37,76.33,75.14,10.63
 2024-08-19 17:59:52,85.01,83.84,0.43
 2024-08-19 18:00:00,60.24,66.66,0.48
 2024-08-19 18:05:55,73.63,71.48,0.32
 2024-08-19 18:13:07,71.46,72.36,1.21
 2024-08-19 18:59:48,265.16,227.92,0.87
 2024-08-19 19:00:03,2.14,1.85,0.82
 2024-08-19 19:53:35,2.49,2.36,0.46
 2024-08-19 19:54:52,2.4,2.33,1.11
 2024-08-19 19:59:53,2.2,1.62,0.51
 2024-08-19 20:00:00,5.04,3.77,0.59
 2024-08-19 20:13:38,3.32,2.55,0.5
 2024-08-19 20:14:32,3.16,2.78,1.35
 2024-08-19 20:59:56,12.61,3.76,0.69
 2024-08-19 21:00:04,0.97,1.04,0.82
 2024-08-19 21:13:34,1.83,1.38,0.48
 2024-08-19 21:27:50,1.5,1.14,1.13
 2024-08-19 21:59:53,1.23,1.04,0.78
 2024-08-19 22:00:00,416.358,415.074,0.71
 2024-08-19 22:57:21,194.04,202.03,0.48
 2024-08-19 22:59:32,190.11,223.03,1.33
 2024-08-19 22:59:55,223.94,77.78,1.18
 2024-08-19 23:00:03,80.35,85.33,1.08
 2024-08-19 23:16:08,95.65,88.14,1.29
 2024-08-19 23:55:21,91.23,106.46,0.04
 2024-08-19 23:59:51,100.42,73.42,0.05
 2024-08-19 23:59:59,75.49,86.31,0.04
 2024-08-20 00:00:53,85.77,81.2,0.03
 2024-08-20 00:05:39,84.8,101.52,0.07
 2024-08-20 00:59:33,98.78,72.45,0.04
 2024-08-20 01:00:04,75.32,85.87,0.05
 2024-08-20 01:00:27,84.59,79.29,0.03
 2024-08-20 01:17:33,85.54,71.22,0.07
 2024-08-20 01:59:51,98.51,98.85,0.05
 2024-08-20 01:59:59,73.14,79.77,0.04
 2024-08-20 02:00:53,78.37,85.91,0.03
 2024-08-20 02:16:58,81.14,71.19,0.07
 2024-08-20 02:59:48,96.65,101.85,0.05
 2024-08-20 03:00:11,72.23,76.36,0.04
 2024-08-20 03:00:50,89.66,88.42,0.03
 2024-08-20 03:04:26,86.54,233.61,0.08
 2024-08-20 03:59:52,203.16,0.93,0.04
 2024-08-20 04:00:00,1.25,1.03,0.05
 2024-08-20 04:05:40,1.76,1.08,0.03
 2024-08-20 04:10:56,1.4,0.88,0.07
 2024-08-20 04:59:57,2.79,1.63,0.04
 2024-08-20 05:00:28,1.05,1.14,0.06
 2024-08-20 05:00:36,1.3,1.4,0.03
 2024-08-20 05:01:53,1.61,0.88,0.07
 2024-08-20 05:59:54,3.43,1.9,0.06
 2024-08-20 06:00:01,1,1.22,0.04
 2024-08-20 06:00:40,1.72,1.13,0.03
 2024-08-20 06:29:59,1.27,1.76,0.07
 2024-08-20 06:59:57,1.06,0.84,0.04
 2024-08-20 07:00:05,2.13,1.22,0.05
 2024-08-20 07:01:53,1.22,1.41,0.03
 2024-08-20 07:02:55,1.54,1.76,0.07
 2024-08-20 07:59:55,3.01,0.93,0.05
 2024-08-20 08:00:10,1.06,1.07,0.04
 2024-08-20 08:01:19,1.49,1.37,0.03
 2024-08-20 08:45:34,1.82,0.93,0.36
 2024-08-20 08:59:43,0.98,2.59,0.07
 2024-08-20 09:00:06,3.47,1.47,0.06
 2024-08-20 09:00:45,1.39,1.59,0.05
 2024-08-20 09:13:06,1.6,1.85,0.11
 2024-08-20 09:59:54,3.27,1.13,0.08
 2024-08-20 10:00:02,1.07,1.46,0.1
 2024-08-20 10:03:30,1.56,1.52,0.05
 2024-08-20 10:59:50,1.1,2.21,0.07
 2024-08-20 11:00:13,2.33,1.01,0.06
 2024-08-20 11:01:38,1.04,1.12,0.08
 2024-08-20 11:19:54,1.44,1.15,0.05
 2024-08-20 11:59:54,1.35,0.97,0.06
 2024-08-20 12:00:09,1.89,1.7,0.07
 2024-08-20 12:02:44,0.99,1.28,0.05
 2024-08-20 12:10:43,1.46,1.52,0.14
 2024-08-20 12:59:58,1.47,0.96,0.07
 2024-08-20 13:00:06,0.94,10.44,0.06
 2024-08-20 13:02:40,4.02,3.45,0.05
 2024-08-20 13:28:31,2.71,3.46,0.08
 2024-08-20 13:59:53,2.74,4.41,0.06
 2024-08-20 14:00:01,1.99,2.82,0.07
 2024-08-20 14:02:43,5.67,3.38,0.05
 2024-08-20 14:09:09,2.6,3.52,0.1
 2024-08-20 14:59:57,2.14,2.47,0.06
 2024-08-20 15:00:36,4.29,4.1,0.08
 2024-08-20 15:49:59,1.92,3.21,0.35
 2024-08-20 15:58:13,2.48,3.52,0.03
 2024-08-20 15:59:53,2.73,4.28,0.04
 2024-08-20 16:00:01,2.96,2.1,0.03
 2024-08-20 16:58:02,1.95,3.19,0.08
 2024-08-20 16:59:58,2.5,3.16,0.04
 2024-08-20 17:00:05,2.21,17.35,0.07
 2024-08-20 17:00:28,1.93,2.15,0.04
 2024-08-20 17:02:39,6.35,2.85,11.16
 2024-08-20 17:59:54,2.81,3.08,1.05
 2024-08-20 18:00:02,2.56,4.51,1.25
 2024-08-20 18:04:24,4.86,2.25,0.49
 2024-08-20 18:35:32,1.89,2.66,1.34
 2024-08-20 18:59:59,2.04,2.96,0.57
 2024-08-20 19:00:06,2.11,3.82,0.7
 2024-08-20 19:22:52,1.79,2.08,1.32
 2024-08-20 19:49:06,4.87,2.21,0.47
 2024-08-20 19:59:54,1.91,2.45,0.61
 2024-08-20 20:00:02,1.96,4.28,0.74
 2024-08-20 20:18:42,9.67,1.18,0.5
 2024-08-20 20:42:07,1.1,1.28,1.23
 2024-08-20 20:59:59,1.68,1.51,0.72
 2024-08-20 21:00:07,1.46,1.68,0.79
 2024-08-20 21:12:05,2.31,0.95,1.27
 2024-08-20 21:42:48,1.06,1.2,0.36
 2024-08-20 21:59:56,1.36,1.25,0.52
 2024-08-20 22:00:04,1.06,0.99,0.41
 2024-08-20 22:08:09,258.35,275.41,0.34
 2024-08-20 22:19:13,83.18,83.95,0.64
 2024-08-20 22:59:53,93.05,85.22,0.46
 2024-08-20 23:00:01,74.63,76.13,0.39
 2024-08-20 23:19:50,106.72,103.15,1.91
 2024-08-20 23:30:09,95.29,88.93,0.03
 2024-08-20 23:59:53,86.45,81.9,0.04
 2024-08-21 00:00:08,100.87,112.23,0.03
 2024-08-21 00:22:54,75.2,73.55,0.07
 2024-08-21 00:59:51,85.36,84.97,0.04
 2024-08-21 01:00:07,80.96,79.98,0.05
 2024-08-21 01:00:14,72.79,71.27,0.03
 2024-08-21 01:07:42,101.29,104.18,0.07
 2024-08-21 01:59:57,80.55,75.6,0.05
 2024-08-21 02:00:05,79.11,81.5,0.04
 2024-08-21 02:01:29,70.87,71.09,0.03
 2024-08-21 02:11:39,213.87,240.67,0.07
 2024-08-21 02:59:55,192.2,190.58,0.06
 2024-08-21 03:00:03,181.22,191.18,0.05
 2024-08-21 03:01:28,213.61,144.5,0.03
 2024-08-21 03:13:18,144.1,232.39,0.07
 2024-08-21 03:59:54,151.33,184.04,0.05
 2024-08-21 04:00:02,187.39,169.65,0.04
 2024-08-21 04:00:40,209.48,218.65,0.03
 2024-08-21 04:05:18,0.93,0.9,0.08
 2024-08-21 04:59:44,1.41,1.23,0.04
 2024-08-21 05:00:08,1.46,1.29,0.05
 2024-08-21 05:01:02,2.39,0.92,0.03
 2024-08-21 05:09:48,1.05,1.79,0.08
 2024-08-21 05:59:51,1.27,1.32,0.05
 2024-08-21 05:59:59,1.83,1.15,0.04
 2024-08-21 06:01:47,14.27,0.83,0.03
 2024-08-21 06:07:19,1.03,2.5,0.07
 2024-08-21 06:59:25,1.08,1.25,0.04
 2024-08-21 07:00:12,1.59,1.18,0.05
 2024-08-21 07:00:50,0.98,0.84,0.03
 2024-08-21 07:17:34,2.5,1.8,0.08
 2024-08-21 07:59:31,1.32,1.35,0.04
 2024-08-21 08:00:09,1.25,1.34,0.03
 2024-08-21 08:58:05,1,1.1,0.81
 2024-08-21 08:59:53,2.56,1.88,0.31
 2024-08-21 09:00:01,1.63,1.61,0.33
 2024-08-21 09:05:49,1.22,1.37,0.05
 2024-08-21 09:14:41,2.96,1.89,0.73
 2024-08-21 09:59:52,1.02,1.08,0.55
 2024-08-21 09:59:59,1.32,1.31,0.51
 2024-08-21 10:14:32,1.68,1.34,0.62
 2024-08-21 10:41:19,1.06,1.05,0.47
 2024-08-21 10:59:51,26.15,1.74,0.52
 2024-08-21 10:59:59,1.94,1.25,0.49
 2024-08-21 11:05:31,1.68,1.28,0.59
 2024-08-21 11:12:12,2.44,1.12,0.45
 2024-08-21 11:59:58,1,1.71,0.48
 2024-08-21 12:00:13,1.53,1.39,0.5
 2024-08-21 12:31:23,1.19,1.27,0.45
 2024-08-21 12:49:00,0.98,1.02,0.57
 2024-08-21 12:59:57,2.67,1.76,0.52
 2024-08-21 13:00:05,2.03,1.34,0.46
 2024-08-21 13:04:27,2.12,1.45,0.44
 2024-08-21 13:25:34,1.04,1.07,0.58
 2024-08-21 13:59:56,25.3,24.01,0.53
 2024-08-21 14:00:03,43.11,38.06,0.56
 2024-08-21 14:06:22,37.97,325.5,0.46
 2024-08-21 14:11:38,356.798,63.61,0.57
 2024-08-21 14:59:54,64.32,65.4,0.52
 2024-08-21 15:00:01,65.68,72.23,0.55
 2024-08-21 15:03:38,86.25,59.9,0.45
 2024-08-21 15:21:54,60.42,65.57,0.57
 2024-08-21 15:59:52,66.8,61.28,0.48
 2024-08-21 16:00:00,67.77,72.5,0.51
 2024-08-21 16:33:21,60.02,59.03,0.6
 2024-08-21 16:38:22,87.38,64.65,0.03
 2024-08-21 16:59:44,75.55,61.42,0.05
 2024-08-21 17:00:15,64.47,58.13,0.04
 2024-08-21 17:04:53,58.26,71.69,0.03
 2024-08-21 17:32:56,80.64,65.75,11.64
 2024-08-21 17:59:58,66.45,67.33,0.44
 2024-08-21 18:00:05,72.59,58.76,0.41
 2024-08-21 18:22:37,59.87,69.61,1.08
 2024-08-21 18:25:27,81.87,67.39,0.34
 2024-08-21 18:59:56,69.88,65.13,0.41
 2024-08-21 19:00:04,76.33,71.26,0.54
 2024-08-21 19:17:19,81.77,57.83,1.05
 2024-08-21 19:49:21,61.62,65.98,0.33
 2024-08-21 19:59:54,72.62,67.61,0.45
 2024-08-21 20:00:02,70.9,57.06,0.36
 2024-08-21 20:59:15,80.97,71.23,1.1
 2024-08-21 20:59:53,60.6,63.31,0.5
 2024-08-21 21:00:01,63.66,64.27,0.43
 2024-08-21 21:00:32,63.14,214.39,0.39
 2024-08-21 21:59:59,260.21,0.95,1.01
 2024-08-21 22:00:07,1.13,1.39,0.76
 2024-08-21 22:16:35,1.49,1.25,0.45
 2024-08-21 22:17:52,1.63,1,1.08
 2024-08-21 23:00:19,1.06,309.49,0.81
 2024-08-21 23:00:26,342.856,90.44,0.84
 2024-08-21 23:00:49,95.33,88.98,1.02
 2024-08-21 23:52:13,111.08,72.06,0.03
 2024-08-21 23:59:26,132.24,134.13,0.05
 2024-08-22 00:00:13,85,80.43,0.04
 2024-08-22 00:00:59,90.67,81.21,0.03
 2024-08-22 00:08:04,91.04,117.37,0.07
 2024-08-22 00:59:57,80.48,68.61,0.04
 2024-08-22 01:00:05,129.84,94.35,0.07
 2024-08-22 01:00:28,93.52,89.75,0.03
 2024-08-22 01:59:54,92.22,120.9,0.03
 2024-08-22 02:00:02,129.06,68.97,0.05
 2024-08-22 02:00:25,79.23,79.56,0.03
 2024-08-22 02:22:02,93.98,76.18,0.07
 2024-08-22 02:59:37,94.47,120.12,0.04
 2024-08-22 03:00:08,127.35,63.64,0.03
 2024-08-22 03:14:10,72.37,75.6,0.07
 2024-08-22 03:59:57,83.93,77.13,0.05
 2024-08-22 04:00:05,79.87,63.74,0.04
 2024-08-22 04:01:37,95.36,85.31,0.03
 2024-08-22 04:07:26,71.78,79.85,0.07
 2024-08-22 04:59:54,90.51,76.4,0.04
 2024-08-22 05:00:17,84.58,207.01,0.05
 2024-08-22 05:00:33,196.95,0.88,0.03
 2024-08-22 05:12:46,1.15,1.01,0.07
 2024-08-22 05:59:57,1.41,1.18,0.04
 2024-08-22 06:00:05,1.44,1.65,0.05
 2024-08-22 06:00:28,3.74,0.85,0.03
 2024-08-22 06:37:08,1.1,1.09,0.07
 2024-08-22 06:59:38,1.59,1.27,0.04
 2024-08-22 07:00:17,1.46,2.65,0.06
 2024-08-22 07:01:18,1.05,0.75,0.03
 2024-08-22 07:11:28,3.87,1.08,0.07
 2024-08-22 07:59:57,2.1,1.12,0.06
 2024-08-22 08:00:04,1.82,1.7,0.04
 2024-08-22 08:18:20,3.45,0.81,0.03
 2024-08-22 08:53:58,1.04,1.46,3.77
 2024-08-22 09:00:01,1.6,1.39,0.08
 2024-08-22 09:00:09,1.89,1.79,0.07
 2024-08-22 09:02:51,2.25,0.97,0.05
 2024-08-22 09:19:19,1.01,1.15,0.1
 2024-08-22 09:59:50,1.39,1.32,0.07
 2024-08-22 10:00:05,1.37,0.83,0.08
 2024-08-22 10:00:51,1.09,1.66,0.05
 2024-08-22 10:22:30,3.45,1.24,0.09
 2024-08-22 10:59:52,1.24,1.43,0.06
 2024-08-22 11:00:07,1.66,1.04,0.08
 2024-08-22 11:07:19,1.1,1.72,0.05
 2024-08-22 11:19:02,2.35,1.37,0.09
 2024-08-22 11:59:58,1.36,1.34,0.06
 2024-08-22 12:00:37,1.33,0.88,0.07
 2024-08-22 12:04:36,1.96,1.7,0.08
 2024-08-22 12:14:06,1.04,1.2,0.05
 2024-08-22 12:59:54,1.52,1.25,0.07
 2024-08-22 13:00:02,1.09,1.79,0.05
 2024-08-22 13:16:45,1,0.93,0.08
 2024-08-22 13:59:44,2.09,1.24,0.06
 2024-08-22 14:00:07,1.79,1.1,0.07
 2024-08-22 14:01:39,1.43,0.88,0.05
 2024-08-22 14:28:24,1.16,336.647,0.08
 2024-08-22 14:59:23,250.29,53.22,0.06
 2024-08-22 15:00:17,55.08,52.1,0.07
 2024-08-22 15:11:05,40.45,1.49,0.05
 2024-08-22 15:51:36,59.79,2.34,0.09
 2024-08-22 15:59:50,1.99,2.57,0.07
 2024-08-22 16:00:05,3.45,1.6,0.06
 2024-08-22 16:09:52,4.32,2.88,0.34
 2024-08-22 16:12:03,2.47,1.98,0.03
 2024-08-22 16:59:45,5.08,1.92,0.04
 2024-08-22 17:00:09,3.53,3.1,0.05
 2024-08-22 17:00:55,3.69,1.68,0.04
 2024-08-22 17:03:06,5.21,1.93,10.42
 2024-08-22 17:59:58,3.24,2.09,0.52
 2024-08-22 18:00:13,4.15,3.06,0.51
 2024-08-22 18:20:33,4.18,1.67,0.33
 2024-08-22 18:43:04,4.52,2,0.78
 2024-08-22 18:59:54,2.18,2.01,0.45
 2024-08-22 19:00:02,3.11,1.54,0.43
 2024-08-22 19:10:12,2.47,2.85,0.72
 2024-08-22 19:42:21,2.21,2.22,0.32
 2024-08-22 19:59:58,4.18,2.29,0.49
 2024-08-22 20:00:06,3.09,2.77,0.52
 2024-08-22 20:24:01,2.89,1.52,0.68
 2024-08-22 20:29:02,4.54,2.15,0.33
 2024-08-22 20:59:54,2.35,2.12,0.59
 2024-08-22 21:00:02,3.05,1.67,0.37
 2024-08-22 21:05:10,2.79,3.08,0.64
 2024-08-22 21:30:46,5.42,2.4,0.34
 2024-08-22 21:59:50,2.44,1.98,0.52
 2024-08-22 21:59:58,3.03,142.78,0.46
 2024-08-22 22:08:28,2.83,0.71,1.45
 2024-08-22 22:31:52,5.95,0.89,0.03
 2024-08-22 22:59:54,1,0.84,0.04
 2024-08-22 23:00:02,1.46,0.81,0.05
 2024-08-22 23:01:19,1.18,263.59,0.03
 2024-08-22 23:20:44,1.08,213.43,0.07
 2024-08-22 23:59:58,281.23,199.51,0.05
 2024-08-23 00:00:06,192.69,229.94,0.03
 2024-08-23 00:18:06,210.62,141.17,0.07
 2024-08-23 00:59:46,232.18,195.03,0.04
 2024-08-23 01:00:17,146.85,212.69,0.05
 2024-08-23 01:00:56,207,135.85,0.03
 2024-08-23 01:26:39,218.06,221.9,0.08
 2024-08-23 01:59:42,228.82,187.29,0.04
 2024-08-23 02:00:13,146.51,180.25,0.03
 2024-08-23 02:03:49,161.82,119.68,0.08
 2024-08-23 02:59:56,165.49,220.27,0.04
 2024-08-23 03:00:11,126.55,185.31,0.03
 2024-08-23 03:05:20,212.94,173.83,0.08
 2024-08-23 03:59:59,164.14,208.79,0.04
 2024-08-23 04:00:23,153.76,131.44,0.05
 2024-08-23 04:01:32,206.24,164.47,0.03
 2024-08-23 04:02:03,138.07,177.13,0.07
 2024-08-23 04:59:55,152.44,250.43,0.05
 2024-08-23 05:00:11,188.63,0.75,0.07
 2024-08-23 05:00:18,203.27,1.07,0.03
 2024-08-23 05:59:51,1.1,1.06,0.06
 2024-08-23 05:59:59,1.18,0.78,0.04
 2024-08-23 06:01:25,1.69,1.62,0.03
 2024-08-23 06:35:37,3.17,1.18,0.08
 2024-08-23 06:59:56,1.01,0.79,0.05
 2024-08-23 07:00:04,1.32,1.58,0.04
 2024-08-23 07:00:35,1.13,1.26,0.03
 2024-08-23 07:29:39,2.29,1.07,2.1
 2024-08-23 07:59:52,0.99,2.02,0.58
 2024-08-23 07:59:59,1.18,0.77,0.68
 2024-08-23 08:18:23,1.57,1.1,0.76
 2024-08-23 08:59:56,2.2,1.07,0.5
 2024-08-23 09:00:03,1.02,1.71,0.53
 2024-08-23 09:43:08,1.56,1,0.67
 2024-08-23 09:47:23,0.96,1.31,0.48
 2024-08-23 09:59:51,2.38,1.2,0.54
 2024-08-23 10:00:07,1.25,4.27,0.56
 2024-08-23 10:04:45,1.52,0.93,0.49
 2024-08-23 10:25:42,2.3,1.2,0.73
 2024-08-23 10:59:56,1.02,1.08,0.51
 2024-08-23 11:00:04,1.59,1.57,0.54
 2024-08-23 11:03:25,1.48,0.84,0.61
 2024-08-23 11:45:22,2.28,1.01,0.47
 2024-08-23 11:59:54,0.92,1.13,0.53
 2024-08-23 12:00:02,1.58,0.97,0.54
 2024-08-23 12:13:25,1.2,8.64,0.47
 2024-08-23 12:14:19,6.27,1.4,0.82
 2024-08-23 12:59:59,1.11,1.32,0.5
 2024-08-23 13:00:07,1.56,2,0.55
 2024-08-23 13:00:45,1.12,0.81,8.8
 2024-08-23 13:14:54,3.59,1.05,0.05
 2024-08-23 13:59:56,0.98,1.08,0.08
 2024-08-23 14:00:03,1.53,0.79,0.05
 2024-08-23 14:04:10,1.13,267.41,0.08
 2024-08-23 14:59:57,1.03,58.21,0.06
 2024-08-23 15:00:13,402.255,60.94,0.07
 2024-08-23 15:59:22,63.24,56.05,0.42
 2024-08-23 15:59:38,69.28,73.66,0.04
 2024-08-23 15:59:53,58.27,65.59,0.1
 2024-08-23 16:00:01,78.5,67.78,0.18
 2024-08-23 16:03:59,69.88,75.98,0.03
 2024-08-23 16:57:15,63.57,62.14,11.36
 2024-08-23 16:59:49,59.64,68.64,0.38
 2024-08-23 17:00:04,81.79,67.84,0.43
 2024-08-23 17:04:27,72.03,62.92,0.33
 2024-08-23 17:22:58,67.95,76.76,0.58
 2024-08-23 17:59:53,82.17,70.93,0.43
 2024-08-23 18:00:08,61.02,66.84,0.35
 2024-08-23 18:10:41,70.28,75.14,0.65
 2024-08-23 18:45:47,76.41,61.74,0.33
 2024-08-23 18:59:56,62.01,68.36,0.39
 2024-08-23 19:00:04,83.88,67.95,0.51
 2024-08-23 19:12:26,70.68,81.95,0.76
 2024-08-23 19:43:49,69.84,63.3,0.34
 2024-08-23 19:59:53,162.26,68.74,0.52
 2024-08-23 20:00:01,63.36,67.26,0.51
 2024-08-23 20:01:26,74.32,287.76,0.32
 2024-08-23 20:06:11,74.84,1.82,0.66
 2024-08-23 20:59:57,374.943,2.76,0.49
 2024-08-23 21:00:05,2.19,2.89,0.41
 2024-08-23 21:10:53,3.91,3.93,0.34
 2024-08-23 21:40:05,3.57,1.63,0.65
