Timestamp,3370-01-AI024,3370-01-AI025,3370-01-AI026,3370-01-AI027,3370-01-AI028,3370-01-AI029,3370-01-AI079,3370-01-AI078-1,3370-01-DTGATE-AI002
 2024-08-05 10:17:44,-0.07,-0.069,-0.071,-0.062,-0.063,-0.064,30.952,32.846,19.666
 2024-08-05 10:57:59,-0.069,-0.069,-0.07,-0.062,-0.063,-0.064,30.826,32.72,19.818
 2024-08-05 11:08:01,-0.07,-0.069,-0.069,-0.062,-0.062,-0.065,30.448,32.846,19.513
 2024-08-05 11:18:04,-0.069,-0.069,-0.07,-0.06,-0.063,-0.064,30.448,31.205,20.428
 2024-08-05 11:58:12,-0.07,-0.069,-0.068,-0.061,-0.063,-0.126,30.321,31.079,19.437
 2024-08-05 12:08:13,-0.067,-0.069,-0.068,-0.07,-0.062,-0.116,30.448,30.7,19.971
 2024-08-05 12:38:19,-0.067,-0.069,-0.069,-0.124,-0.063,-0.061,30.321,30.7,19.437
 2024-08-05 12:48:22,-0.068,-0.069,-0.068,-0.124,-0.061,-0.062,30.195,30.574,20.276
 2024-08-05 12:58:23,-0.067,-0.069,-0.069,-0.123,-0.062,-0.062,31.836,30.7,19.818
 2024-08-05 14:38:50,-0.067,-0.067,2.964,-0.124,-0.062,-0.062,31.71,30.574,19.742
 2024-08-05 14:58:53,-0.068,-0.067,2.925,-0.124,-0.062,-0.062,31.836,30.448,20.276
 2024-08-05 15:59:07,2.964,-0.068,2.945,-0.123,-0.062,-0.063,31.71,31.71,19.437
 2024-08-05 16:09:10,2.925,-0.067,2.894,-0.124,-0.062,-0.062,31.457,31.836,20.047
 2024-08-05 16:29:14,2.946,-0.068,2.957,-0.124,-0.124,-0.063,30.952,31.71,20.352
 2024-08-05 16:59:30,2.895,-0.067,2.923,-0.123,-0.123,-0.062,46.006,31.836,19.437
 2024-08-05 17:19:34,2.956,-0.068,2.928,-0.124,-0.124,-0.063,46.133,31.71,19.589
 2024-08-05 17:29:40,2.924,2.964,2.889,-0.124,-0.123,-0.062,46.006,62.658,20.2
 2024-08-05 17:59:45,2.929,2.926,2.949,-0.123,-0.124,-0.063,47.147,62.785,20.2
 2024-08-05 18:09:46,2.889,2.947,2.905,-0.124,-0.124,-0.063,47.274,62.658,20.276
 2024-08-05 18:39:59,2.949,2.896,2.915,-0.058,-0.113,-0.062,47.528,64.315,19.589
 2024-08-05 18:50:01,2.905,2.958,2.893,-0.059,-0.059,-0.063,47.655,64.442,20.428
 2024-08-05 19:00:03,2.918,2.924,2.96,-0.058,-0.059,-0.063,47.528,64.315,19.818
 2024-08-05 19:10:04,2.896,2.93,2.929,-0.059,-0.06,-0.064,48.035,64.952,20.428
 2024-08-05 19:40:09,2.962,2.891,2.937,-0.059,-0.059,3.01,48.162,65.08,19.437
 2024-08-05 19:50:11,2.931,2.95,2.953,-0.059,-0.06,2.919,36.763,64.825,20.428
 2024-08-05 20:10:14,2.939,2.906,-0.065,-0.06,-0.059,2.911,36.637,65.717,19.437
 2024-08-05 20:50:22,2.953,2.918,-0.064,-0.059,-0.06,2.873,33.351,65.59,20.428
 2024-08-05 21:00:23,-0.063,2.896,-0.067,-0.06,-0.061,2.943,33.225,65.717,20.123
 2024-08-05 21:20:27,-0.064,2.957,-0.067,-0.059,-0.06,2.902,33.351,39.04,20.428
 2024-08-05 21:50:35,-0.063,2.931,-0.068,-0.06,-0.06,2.907,32.593,38.913,19.437
 2024-08-05 22:00:36,-0.066,2.939,-0.067,-0.059,-0.061,2.94,32.467,33.351,20.123
 2024-08-05 22:40:53,-0.067,2.954,-0.068,-0.06,-0.06,-0.063,32.593,33.225,19.437
 2024-08-05 22:50:54,-0.066,-0.063,-0.067,-0.06,-0.06,-0.064,32.341,33.351,20.352
 2024-08-05 23:00:56,-0.067,-0.062,-0.069,-0.059,-0.061,-0.063,32.341,32.72,19.513
 2024-08-05 23:51:04,-0.068,-0.066,-0.069,-0.06,-0.06,-0.069,32.215,32.846,20.428
 2024-08-06 00:01:06,-0.067,-0.065,-0.068,-0.06,-0.06,-0.069,32.341,32.72,19.513
 2024-08-06 00:21:09,-0.068,-0.067,-0.069,-0.059,-0.061,-0.069,32.215,32.846,20.276
 2024-08-06 00:51:14,-0.067,-0.067,-0.069,3.013,3.013,-0.071,32.088,32.593,19.742
 2024-08-06 01:01:15,-0.068,-0.068,-0.069,2.922,2.921,-0.072,32.215,32.593,20.428
 2024-08-06 01:11:24,-0.067,-0.067,-0.069,2.914,2.914,2.967,32.088,32.467,19.971
 2024-08-06 01:51:30,-0.068,-0.068,-0.069,2.878,2.878,2.9,32.341,32.593,20.352
 2024-08-06 02:11:33,-0.069,-0.067,-0.125,2.946,2.946,2.894,65.59,32.467,19.894
 2024-08-06 02:31:47,-0.068,-0.068,-0.126,2.905,2.905,2.945,65.717,32.341,19.742
 2024-08-06 02:51:52,-0.124,-0.069,-0.086,2.91,2.91,2.858,66.993,32.467,20.352
 2024-08-06 03:01:53,-0.123,-0.125,-0.087,2.944,2.942,2.899,67.121,32.341,20.2
 2024-08-06 03:11:55,-0.124,-0.124,-0.088,-0.059,-0.06,2.898,57.819,32.215,19.437
 2024-08-06 03:42:10,-0.086,-0.125,-0.088,-0.059,-0.061,2.854,57.691,31.583,20.276
 2024-08-06 03:52:12,-0.087,-0.125,-0.085,-0.065,-0.06,2.923,35.246,43.978,19.513
 2024-08-06 04:02:13,-0.088,-0.124,-0.087,-0.065,-0.065,2.896,35.12,47.781,20.428
 2024-08-06 04:22:17,-0.088,-0.125,-0.088,-0.065,-0.066,2.877,32.846,47.908,19.666
 2024-08-06 04:52:23,-0.085,-0.085,-0.087,-0.068,-0.065,2.921,32.72,47.781,20.352
 2024-08-06 05:02:25,-0.087,-0.086,-0.088,-0.069,-0.069,2.854,32.467,48.543,19.513
 2024-08-06 05:12:27,-0.088,-0.087,-0.088,2.971,-0.068,2.873,33.478,48.543,20.428
 2024-08-06 05:52:35,-0.087,-0.088,-0.088,2.903,2.97,2.876,63.167,48.67,19.36
 2024-08-06 06:02:37,-0.088,-0.085,-0.125,2.897,2.902,2.921,63.295,48.796,20.2
 2024-08-06 06:22:41,-0.088,-0.085,-0.126,2.949,2.896,2.849,66.1,43.851,20.428
 2024-08-06 06:32:43,-0.088,-0.086,-0.125,2.861,2.948,2.886,66.228,44.231,19.437
 2024-08-06 06:52:47,-0.088,-0.085,-0.124,2.902,2.861,2.883,66.1,44.104,20.428
 2024-08-06 07:02:49,-0.124,-0.087,-0.125,2.901,2.902,2.921,66.228,33.983,20.352
 2024-08-06 07:52:58,-0.123,-0.087,-0.124,2.857,2.901,2.847,66.355,33.856,19.589
 2024-08-06 08:13:02,-0.124,-0.086,-0.125,2.928,2.856,2.891,66.228,32.846,19.437
 2024-08-06 08:53:09,-0.12,-0.125,-0.124,2.899,2.928,2.876,66.355,32.72,20.276
 2024-08-06 09:03:11,-0.081,-0.124,-0.125,2.882,2.898,2.845,66.483,31.836,20.2
 2024-08-06 09:53:21,-0.082,-0.125,-0.08,2.927,2.881,2.924,66.355,43.598,19.437
 2024-08-06 10:03:24,-0.081,-0.124,-0.081,2.857,2.925,2.865,66.228,46.64,20.276
 2024-08-06 10:23:30,-0.082,-0.125,-0.082,2.881,2.857,2.879,35.878,46.767,19.437
 2024-08-06 10:53:42,2.986,-0.124,2.986,2.88,2.879,2.836,35.752,48.162,20.505
 2024-08-06 11:03:44,2.932,-0.125,2.931,2.926,2.878,2.918,33.225,48.289,20.276
 2024-08-06 11:13:47,2.914,-0.124,2.913,2.857,2.925,2.887,47.02,48.162,20.428
 2024-08-06 11:33:51,2.954,-0.125,2.953,2.892,2.856,2.871,47.147,48.289,19.894
 2024-08-06 11:53:56,2.896,-0.125,2.895,2.892,2.892,2.904,47.781,48.162,19.971
 2024-08-06 12:03:58,2.931,-0.124,2.93,2.929,2.889,-0.126,47.908,48.289,19.437
 2024-08-06 12:44:07,2.932,-0.125,2.931,2.856,2.926,-0.126,47.781,48.416,20.276
 2024-08-06 12:54:08,2.887,-0.079,2.887,2.896,2.854,-0.126,48.035,48.289,20.123
 2024-08-06 13:04:10,2.966,-0.081,2.964,2.882,2.896,-0.126,48.162,48.289,19.437
 2024-08-06 13:54:20,2.937,-0.081,2.935,2.853,2.881,-0.126,48.035,48.416,20.276
 2024-08-06 14:14:23,2.926,2.988,2.925,2.933,2.851,-0.119,48.289,48.289,19.513
 2024-08-06 14:24:25,2.952,2.934,2.951,2.875,2.932,-0.075,48.289,48.416,20.428
 2024-08-06 14:44:36,2.899,2.915,2.898,2.889,2.873,-0.08,48.416,48.289,20.2
 2024-08-06 15:04:40,2.943,2.954,2.943,2.846,2.886,-0.081,48.289,48.416,20.276
 2024-08-06 15:44:49,2.937,2.897,2.937,2.928,2.845,-0.08,48.416,34.235,19.437
 2024-08-06 15:54:51,2.894,2.932,2.895,2.897,2.924,-0.082,48.289,34.362,20.428
 2024-08-06 16:05:01,2.956,2.933,2.955,2.882,2.895,-0.082,48.416,33.856,20.276
 2024-08-06 16:15:03,2.915,2.889,2.914,2.913,2.881,-0.083,48.289,64.315,19.513
 2024-08-06 16:25:05,2.906,2.966,2.905,-0.124,2.911,-0.082,36.257,64.442,20.352
 2024-08-06 16:55:11,2.89,2.936,2.889,-0.123,-0.124,-0.083,36.131,65.335,20.123
 2024-08-06 17:15:16,2.947,2.927,2.946,-0.124,-0.123,-0.084,33.856,65.462,20.428
 2024-08-06 17:25:18,2.908,2.953,2.907,-0.123,-0.124,-0.083,33.73,65.335,19.513
 2024-08-06 17:55:24,2.91,2.9,2.909,-0.124,-0.123,-0.085,33.856,65.717,20.123
 2024-08-06 18:05:42,-0.069,2.944,-0.07,-0.124,-0.124,-0.084,33.478,65.845,19.666
 2024-08-06 18:15:44,-0.069,2.939,-0.071,-0.123,-0.123,-0.085,33.478,65.717,20.428
 2024-08-06 18:35:56,-0.071,2.896,-0.07,-0.124,-0.124,-0.084,33.351,66.1,19.437
 2024-08-06 18:56:00,-0.071,2.957,-0.072,-0.124,-0.123,-0.085,33.478,66.1,20.2
