"Timestamp","3370-20-E2F29"
" 2024-08-05 00:00:00","78.701"
" 2024-08-05 00:00:57","78.689"
" 2024-08-05 00:59:37","78.469"
" 2024-08-05 01:00:01","78.481"
" 2024-08-05 01:59:03","78.274"
" 2024-08-05 02:00:20","78.286"
" 2024-08-05 02:58:58","78.042"
" 2024-08-05 03:00:47","78.03"
" 2024-08-05 03:00:54","78.042"
" 2024-08-05 03:59:49","77.822"
" 2024-08-05 04:02:01","77.81"
" 2024-08-05 04:02:55","77.822"
" 2024-08-05 04:59:23","77.615"
" 2024-08-05 05:01:17","77.603"
" 2024-08-05 05:01:25","77.615"
" 2024-08-05 05:59:10","77.395"
" 2024-08-05 05:59:26","77.407"
" 2024-08-05 06:00:51","77.395"
" 2024-08-05 06:00:57","77.407"
" 2024-08-05 06:59:24","77.212"
" 2024-08-05 07:01:51","77.2"
" 2024-08-05 07:57:23","77.004"
" 2024-08-05 08:02:32","76.992"
" 2024-08-05 08:47:17","54.8"
" 2024-08-05 08:59:53","64.028"
" 2024-08-05 09:00:01","64.126"
" 2024-08-05 09:41:12","84.109"
" 2024-08-05 09:59:59","81.973"
" 2024-08-05 10:00:14","81.96"
" 2024-08-05 10:48:42","80.764"
" 2024-08-05 10:59:24","80.776"
" 2024-08-05 11:03:01","80.789"
" 2024-08-05 11:03:55","80.776"
" 2024-08-05 11:59:29","81.313"
" 2024-08-05 12:00:08","81.301"
" 2024-08-05 12:58:46","81.802"
" 2024-08-05 14:31:30","81.729"
" 2024-08-05 15:59:54","81.387"
" 2024-08-05 16:04:17","81.375"
" 2024-08-05 16:04:25","81.387"
" 2024-08-05 17:00:01","81.13"
" 2024-08-05 17:00:09","81.143"
" 2024-08-05 17:59:52","80.85"
" 2024-08-05 18:01:10","80.837"
" 2024-08-05 18:59:09","80.557"
" 2024-08-05 18:59:48","80.569"
" 2024-08-05 19:00:19","80.557"
" 2024-08-05 19:00:27","80.569"
" 2024-08-05 19:59:35","80.325"
" 2024-08-05 19:59:58","80.337"
" 2024-08-05 20:59:36","80.093"
" 2024-08-05 20:59:52","80.105"
" 2024-08-05 21:59:57","79.861"
" 2024-08-05 22:01:32","79.849"
