"Timestamp","3370-20-COMP-B-LCP-AI001"
" 2024-08-06 15:51:00","66.62"
" 2024-08-06 16:01:01","66.578"
" 2024-08-06 16:55:34","66.289"
" 2024-08-06 17:06:16","66.225"
" 2024-08-06 17:58:21","65.99"
" 2024-08-06 18:08:32","65.948"
" 2024-08-06 18:59:36","65.766"
" 2024-08-06 19:09:54","65.713"
" 2024-08-06 19:52:52","65.563"
" 2024-08-06 20:04:13","65.51"
" 2024-08-06 20:55:08","65.328"
" 2024-08-06 21:05:43","65.296"
" 2024-08-06 21:49:59","65.146"
" 2024-08-06 22:00:17","65.104"
" 2024-08-06 22:53:29","64.901"
" 2024-08-06 23:04:09","64.858"
" 2024-08-06 23:54:53","64.644"
" 2024-08-07 00:05:34","64.602"
" 2024-08-07 00:57:04","64.399"
" 2024-08-07 01:07:07","64.377"
" 2024-08-07 01:57:43","64.174"
" 2024-08-07 02:07:53","64.142"
" 2024-08-07 02:59:12","63.961"
" 2024-08-07 03:02:18","60.009"
" 2024-08-07 03:02:56","56.655"
" 2024-08-07 03:50:41","77.216"
" 2024-08-07 04:00:44","77.953"
" 2024-08-07 04:40:53","79.481"
" 2024-08-07 05:01:28","79.459"
" 2024-08-07 05:54:30","79.822"
" 2024-08-07 06:04:32","79.951"
" 2024-08-07 06:55:31","80.698"
" 2024-08-07 07:06:12","80.816"
" 2024-08-07 07:57:49","81.136"
" 2024-08-07 08:08:14","81.104"
" 2024-08-07 08:47:38","56.281"
" 2024-08-07 08:59:13","63.897"
" 2024-08-07 09:00:46","65.317"
" 2024-08-07 09:18:24","71.363"
" 2024-08-07 09:59:05","70.605"
" 2024-08-07 10:09:08","70.38"
" 2024-08-07 10:50:48","69.836"
" 2024-08-07 11:00:58","69.729"
" 2024-08-07 11:53:23","69.066"
" 2024-08-07 12:03:34","68.949"
" 2024-08-07 12:54:02","68.415"
" 2024-08-07 13:04:04","68.297"
" 2024-08-07 13:55:12","67.774"
" 2024-08-07 14:05:14","67.667"
" 2024-08-07 14:56:06","67.133"
" 2024-08-07 15:06:47","67.026"
" 2024-08-07 15:57:23","66.503"
" 2024-08-07 16:08:12","66.396"
" 2024-08-07 16:59:26","65.819"
" 2024-08-07 17:09:59","65.702"
" 2024-08-07 17:50:20","65.285"
" 2024-08-07 18:00:27","65.157"
" 2024-08-07 18:51:47","64.623"
" 2024-08-07 19:01:50","64.506"
" 2024-08-07 19:53:33","63.961"
" 2024-08-07 20:04:37","63.833"
" 2024-08-07 20:56:18","63.32"
" 2024-08-07 21:06:29","63.203"
" 2024-08-07 21:57:09","62.711"
" 2024-08-07 22:07:14","62.615"
" 2024-08-07 22:58:12","62.124"
" 2024-08-07 23:08:21","62.017"
" 2024-08-07 23:58:32","61.526"
" 2024-08-08 00:09:05","61.419"
" 2024-08-08 00:51:25","61.002"
" 2024-08-08 01:01:27","60.895"
" 2024-08-08 01:52:25","60.383"
" 2024-08-08 02:02:27","60.255"
" 2024-08-08 02:54:10","59.72"
" 2024-08-08 03:04:12","59.614"
" 2024-08-08 03:55:31","59.09"
" 2024-08-08 04:06:04","58.983"
" 2024-08-08 04:56:44","58.471"
" 2024-08-08 05:06:45","58.364"
" 2024-08-08 05:57:49","57.862"
" 2024-08-08 06:08:29","57.755"
" 2024-08-08 06:59:48","57.242"
" 2024-08-08 07:10:13","57.136"
" 2024-08-08 07:53:10","56.719"
" 2024-08-08 08:03:20","56.612"
" 2024-08-08 08:53:14","54.198"
" 2024-08-08 09:03:39","54.017"
" 2024-08-08 09:55:05","53.077"
" 2024-08-08 10:05:07","52.895"
" 2024-08-08 10:56:11","51.88"
" 2024-08-08 11:06:28","51.678"
" 2024-08-08 11:57:42","50.663"
" 2024-08-08 12:07:53","50.46"
" 2024-08-08 12:58:17","49.477"
" 2024-08-08 13:08:42","49.274"
" 2024-08-08 13:59:14","48.302"
" 2024-08-08 14:09:16","48.11"
" 2024-08-08 14:49:53","47.341"
" 2024-08-08 14:59:55","47.159"
" 2024-08-08 15:50:26","46.219"
" 2024-08-08 16:00:28","46.038"
" 2024-08-08 16:50:59","45.087"
" 2024-08-08 17:01:09","44.895"
" 2024-08-08 17:52:37","43.955"
" 2024-08-08 18:02:38","43.773"
" 2024-08-08 18:53:10","42.898"
" 2024-08-08 19:03:27","42.705"
" 2024-08-08 19:54:29","41.819"
" 2024-08-08 20:04:31","41.637"
" 2024-08-08 20:55:10","40.783"
" 2024-08-08 21:05:33","40.612"
" 2024-08-08 21:57:29","39.757"
" 2024-08-08 22:07:49","39.586"
" 2024-08-08 22:58:13","38.764"
" 2024-08-08 23:08:53","38.582"
" 2024-08-08 23:51:02","37.888"
" 2024-08-09 00:01:42","37.707"
" 2024-08-09 00:52:20","36.895"
" 2024-08-09 01:02:22","36.735"
" 2024-08-09 01:52:45","35.944"
" 2024-08-09 02:03:17","35.773"
" 2024-08-09 02:54:24","34.994"
" 2024-08-09 03:04:26","34.844"
" 2024-08-09 03:56:16","34.054"
" 2024-08-09 04:06:41","33.904"
" 2024-08-09 04:57:53","33.156"
" 2024-08-09 05:08:10","32.996"
" 2024-08-09 05:49:58","32.398"
" 2024-08-09 06:00:08","32.238"
" 2024-08-09 06:51:42","31.64"
" 2024-08-09 07:01:44","31.512"
" 2024-08-09 07:52:32","30.817"
" 2024-08-09 08:02:34","30.668"
" 2024-08-09 08:53:31","30.005"
" 2024-08-09 09:03:32","29.888"
" 2024-08-09 09:54:13","29.226"
" 2024-08-09 10:04:54","29.087"
" 2024-08-09 10:56:13","28.414"
" 2024-08-09 11:06:15","28.275"
" 2024-08-09 11:56:33","27.624"
" 2024-08-09 12:06:43","27.506"
" 2024-08-09 12:57:46","26.876"
" 2024-08-09 13:08:03","26.748"
" 2024-08-09 13:58:59","26.096"
" 2024-08-09 14:09:16","25.957"
" 2024-08-09 14:50:49","25.445"
" 2024-08-09 15:00:51","25.316"
" 2024-08-09 15:52:45","24.697"
" 2024-08-09 16:02:47","24.569"
" 2024-08-09 16:54:15","23.939"
" 2024-08-09 17:04:17","23.832"
" 2024-08-09 17:56:39","23.191"
" 2024-08-09 18:07:04","23.073"
" 2024-08-09 18:58:01","22.475"
" 2024-08-09 19:08:57","22.347"
" 2024-08-09 19:50:07","21.866"
" 2024-08-09 20:00:09","21.749"
" 2024-08-09 20:51:37","21.161"
" 2024-08-09 21:01:39","21.055"
" 2024-08-09 21:51:50","20.489"
" 2024-08-09 22:02:00","20.392"
" 2024-08-09 22:53:43","19.805"
" 2024-08-09 23:04:32","19.687"
" 2024-08-09 23:57:09","19.111"
" 2024-08-10 00:07:11","19.015"
" 2024-08-10 00:57:45","18.448"
" 2024-08-10 01:08:26","18.331"
" 2024-08-10 01:50:15","17.872"
" 2024-08-10 02:00:55","17.754"
" 2024-08-10 02:52:07","17.199"
" 2024-08-10 03:02:10","17.092"
" 2024-08-10 03:53:52","16.515"
" 2024-08-10 04:03:54","16.419"
" 2024-08-10 04:54:20","15.853"
" 2024-08-10 05:04:38","15.735"
" 2024-08-10 05:55:26","15.169"
" 2024-08-10 06:05:36","15.073"
" 2024-08-10 06:56:09","14.496"
" 2024-08-10 07:06:18","14.379"
" 2024-08-10 07:57:22","13.802"
" 2024-08-10 08:07:40","13.685"
" 2024-08-10 08:28:45","13.439"
" 2024-08-10 08:59:31","80.154"
" 2024-08-10 09:02:29","81.595"
" 2024-08-10 09:05:27","83.059"
" 2024-08-10 09:51:13","71.769"
" 2024-08-10 10:01:23","70.925"
" 2024-08-10 10:51:57","68.682"
" 2024-08-10 11:02:00","68.426"
" 2024-08-10 11:52:49","67.432"
" 2024-08-10 12:03:30","67.272"
" 2024-08-10 12:54:43","66.588"
" 2024-08-10 13:04:45","66.471"
" 2024-08-10 13:57:14","65.873"
" 2024-08-10 14:07:31","65.755"
" 2024-08-10 14:58:29","65.221"
" 2024-08-10 15:08:39","65.125"
" 2024-08-10 15:49:33","64.719"
" 2024-08-10 16:00:37","64.623"
" 2024-08-10 16:46:50","55.63"
" 2024-08-10 16:58:55","70.626"
" 2024-08-10 17:00:12","72.111"
" 2024-08-10 17:13:43","83.871"
" 2024-08-10 17:59:39","71.288"
" 2024-08-10 18:09:49","70.338"
" 2024-08-10 18:50:11","67.753"
" 2024-08-10 19:00:31","67.272"
" 2024-08-10 19:51:00","65.179"
" 2024-08-10 20:01:02","64.815"
" 2024-08-10 20:52:01","63.085"
" 2024-08-10 21:02:10","62.765"
" 2024-08-10 21:53:09","61.184"
" 2024-08-10 22:03:19","60.874"
" 2024-08-10 22:54:25","59.336"
" 2024-08-10 23:04:28","59.048"
" 2024-08-10 23:55:27","57.574"
" 2024-08-11 00:05:37","57.285"
" 2024-08-11 00:56:45","55.811"
" 2024-08-11 01:06:52","55.523"
" 2024-08-11 01:57:27","54.113"
" 2024-08-11 02:07:30","53.835"
" 2024-08-11 02:58:35","52.457"
" 2024-08-11 03:08:37","52.19"
" 2024-08-11 03:59:33","50.855"
" 2024-08-11 04:09:36","50.599"
" 2024-08-11 04:50:15","49.552"
" 2024-08-11 05:00:17","49.306"
" 2024-08-11 05:50:58","48.185"
" 2024-08-11 06:01:23","47.918"
" 2024-08-11 06:52:11","46.668"
" 2024-08-11 07:02:29","46.422"
" 2024-08-11 07:12:31","46.177"
" 2024-08-11 07:40:10","77.387"
" 2024-08-11 07:59:05","76.009"
" 2024-08-11 08:01:47","77.43"
" 2024-08-11 08:13:38","83.208"
" 2024-08-11 08:57:45","72.025"
" 2024-08-11 09:07:47","71.224"
" 2024-08-11 09:58:36","68.938"
" 2024-08-11 10:08:45","68.65"
" 2024-08-11 10:59:34","67.528"
" 2024-08-11 11:09:37","67.347"
" 2024-08-11 11:51:11","66.663"
" 2024-08-11 12:01:36","66.514"
" 2024-08-11 12:53:03","65.787"
" 2024-08-11 13:03:13","65.659"
" 2024-08-11 13:54:33","64.997"
" 2024-08-11 14:04:42","64.89"
" 2024-08-11 14:55:07","64.271"
" 2024-08-11 15:05:17","64.153"
" 2024-08-11 15:56:37","63.566"
" 2024-08-11 16:06:46","63.47"
" 2024-08-11 16:58:07","62.861"
" 2024-08-11 17:08:40","62.743"
" 2024-08-11 17:49:42","62.295"
" 2024-08-11 18:00:30","62.188"
" 2024-08-11 18:51:19","61.686"
" 2024-08-11 19:02:23","61.568"
" 2024-08-11 19:53:04","61.066"
" 2024-08-11 20:03:45","60.959"
" 2024-08-11 20:54:03","60.468"
" 2024-08-11 21:04:05","60.372"
" 2024-08-11 21:55:33","59.891"
" 2024-08-11 22:05:50","59.785"
" 2024-08-11 22:57:11","59.304"
" 2024-08-11 23:07:20","59.186"
" 2024-08-11 23:59:41","58.663"
" 2024-08-12 00:09:51","58.567"
" 2024-08-12 00:51:16","58.161"
" 2024-08-12 01:01:18","58.076"
" 2024-08-12 01:52:16","57.574"
" 2024-08-12 02:03:12","57.477"
" 2024-08-12 02:55:30","56.997"
" 2024-08-12 03:05:32","56.901"
" 2024-08-12 03:57:54","56.431"
" 2024-08-12 04:08:27","56.335"
" 2024-08-12 04:50:30","55.95"
" 2024-08-12 05:00:32","55.865"
" 2024-08-12 05:51:59","55.395"
" 2024-08-12 06:02:55","55.298"
" 2024-08-12 06:54:29","54.839"
" 2024-08-12 07:04:31","54.764"
" 2024-08-12 07:25:29","54.786"
" 2024-08-12 07:55:50","54.626"
" 2024-08-12 08:05:52","54.561"
" 2024-08-12 08:49:21","54.209"
" 2024-08-12 08:59:46","54.294"
" 2024-08-12 09:09:56","54.252"
" 2024-08-12 09:50:42","53.963"
" 2024-08-12 10:00:52","53.878"
" 2024-08-12 10:52:59","53.451"
" 2024-08-12 11:03:01","53.376"
" 2024-08-12 11:54:13","52.959"
" 2024-08-12 12:04:30","52.874"
" 2024-08-12 12:15:50","52.927"
" 2024-08-12 12:57:30","52.682"
" 2024-08-12 13:07:32","52.607"
" 2024-08-12 13:50:22","52.254"
" 2024-08-12 14:01:02","52.158"
" 2024-08-12 14:53:23","51.742"
" 2024-08-12 15:03:25","51.656"
" 2024-08-12 15:54:53","51.229"
" 2024-08-12 16:04:55","51.154"
" 2024-08-12 16:55:59","50.706"
" 2024-08-12 17:06:09","50.641"
" 2024-08-12 17:57:58","50.214"
" 2024-08-12 18:08:08","50.139"
" 2024-08-12 18:59:50","49.744"
" 2024-08-12 19:10:00","49.669"
" 2024-08-12 19:52:18","49.36"
" 2024-08-12 20:02:20","49.296"
" 2024-08-12 20:53:54","48.911"
" 2024-08-12 21:03:56","48.847"
" 2024-08-12 21:59:12","48.452"
" 2024-08-12 22:09:15","48.388"
" 2024-08-12 22:49:46","48.11"
" 2024-08-12 23:00:34","48.035"
" 2024-08-12 23:51:22","47.683"
" 2024-08-13 00:01:47","47.597"
" 2024-08-13 00:53:06","47.277"
" 2024-08-13 01:04:56","47.181"
" 2024-08-13 01:55:44","46.871"
" 2024-08-13 02:05:54","46.786"
" 2024-08-13 02:59:30","46.454"
" 2024-08-13 03:09:31","46.401"
" 2024-08-13 03:50:57","46.134"
" 2024-08-13 04:01:06","46.081"
" 2024-08-13 04:52:57","45.76"
" 2024-08-13 05:02:59","45.707"
" 2024-08-13 05:55:20","45.386"
" 2024-08-13 06:05:22","45.344"
" 2024-08-13 06:56:49","45.034"
" 2024-08-13 07:06:51","44.97"
" 2024-08-13 07:58:26","44.756"
" 2024-08-13 08:08:35","44.681"
" 2024-08-13 08:53:44","43.015"
" 2024-08-13 08:59:55","53.483"
" 2024-08-13 09:01:04","54.989"
" 2024-08-13 09:32:58","82.738"
" 2024-08-13 09:54:35","75.529"
" 2024-08-13 10:04:30","74.119"
" 2024-08-13 10:55:11","71.918"
" 2024-08-13 11:06:07","71.844"
" 2024-08-13 11:26:12","71.673"
" 2024-08-13 11:58:13","71.79"
" 2024-08-13 12:00:55","63.138"
" 2024-08-13 12:51:52","54.626"
" 2024-08-13 13:02:09","54.369"
" 2024-08-13 13:52:43","53.248"
" 2024-08-13 14:02:44","53.034"
" 2024-08-13 14:52:55","51.977"
" 2024-08-13 15:03:05","51.752"
" 2024-08-13 15:54:42","50.695"
" 2024-08-13 16:04:52","50.492"
" 2024-08-13 16:55:57","49.477"
" 2024-08-13 17:05:59","49.285"
" 2024-08-13 17:57:18","48.27"
" 2024-08-13 18:07:36","48.078"
" 2024-08-13 18:59:04","47.181"
" 2024-08-13 19:09:22","46.999"
" 2024-08-13 19:50:24","46.294"
" 2024-08-13 20:00:26","46.123"
" 2024-08-13 20:52:02","45.247"
" 2024-08-13 21:02:19","45.055"
" 2024-08-13 21:54:26","44.169"
" 2024-08-13 22:04:26","43.998"
" 2024-08-13 22:55:42","43.133"
" 2024-08-13 23:05:53","42.962"
" 2024-08-13 23:56:44","42.107"
" 2024-08-14 00:07:42","41.915"
" 2024-08-14 00:58:21","41.071"
" 2024-08-14 01:08:54","40.9"
" 2024-08-14 01:50:23","40.227"
" 2024-08-14 02:00:56","40.056"
" 2024-08-14 02:52:11","39.234"
" 2024-08-14 03:02:37","39.074"
" 2024-08-14 03:54:30","38.262"
" 2024-08-14 04:04:32","38.102"
" 2024-08-14 04:56:47","37.301"
" 2024-08-14 05:07:05","37.151"
" 2024-08-14 05:59:20","36.35"
" 2024-08-14 06:09:45","36.201"
" 2024-08-14 06:51:19","35.581"
" 2024-08-14 07:01:45","35.432"
" 2024-08-14 07:52:13","34.887"
" 2024-08-14 08:02:15","34.748"
" 2024-08-14 08:53:36","33.99"
" 2024-08-14 09:03:39","33.851"
" 2024-08-14 09:54:37","33.103"
" 2024-08-14 10:04:39","32.986"
" 2024-08-14 10:55:53","32.291"
" 2024-08-14 11:05:55","32.163"
" 2024-08-14 11:56:56","31.415"
" 2024-08-14 12:07:22","31.266"
" 2024-08-14 12:58:29","30.54"
" 2024-08-14 13:09:03","30.39"
" 2024-08-14 13:50:39","29.824"
" 2024-08-14 14:01:12","29.685"
" 2024-08-14 14:53:06","29.001"
" 2024-08-14 15:03:32","28.873"
" 2024-08-14 15:53:45","28.222"
" 2024-08-14 16:03:48","28.083"
" 2024-08-14 16:54:40","27.463"
" 2024-08-14 17:05:21","27.325"
" 2024-08-14 17:55:32","26.737"
" 2024-08-14 18:05:53","26.62"
" 2024-08-14 18:56:36","26.032"
" 2024-08-14 19:06:40","25.915"
" 2024-08-14 19:57:30","25.327"
" 2024-08-14 20:07:31","25.21"
" 2024-08-14 20:57:58","24.654"
" 2024-08-14 21:08:16","24.526"
" 2024-08-14 21:49:35","24.067"
" 2024-08-14 22:00:16","23.949"
" 2024-08-14 22:52:23","23.372"
" 2024-08-14 23:02:41","23.255"
" 2024-08-14 23:54:25","22.689"
" 2024-08-15 00:04:35","22.571"
" 2024-08-15 00:56:28","22.016"
" 2024-08-15 01:06:46","21.909"
" 2024-08-15 01:58:23","21.375"
" 2024-08-15 02:09:20","21.258"
" 2024-08-15 02:51:10","20.83"
" 2024-08-15 03:01:59","20.724"
" 2024-08-15 03:54:28","20.19"
" 2024-08-15 04:04:30","20.083"
" 2024-08-15 04:55:40","19.591"
" 2024-08-15 05:05:50","19.485"
" 2024-08-15 05:57:31","18.972"
" 2024-08-15 06:08:16","18.876"
" 2024-08-15 06:59:51","18.395"
" 2024-08-15 07:10:01","18.299"
" 2024-08-15 07:52:04","17.893"
" 2024-08-15 08:02:20","17.797"
" 2024-08-15 08:42:56","17.391"
" 2024-08-15 08:57:36","64.538"
" 2024-08-15 08:59:24","62.871"
" 2024-08-15 09:00:10","61.344"
" 2024-08-15 09:22:18","83.507"
" 2024-08-15 09:59:21","72.089"
" 2024-08-15 10:09:23","71.053"
" 2024-08-15 10:59:41","68.084"
" 2024-08-15 11:09:44","67.71"
" 2024-08-15 11:50:32","66.46"
" 2024-08-15 12:00:34","66.183"
" 2024-08-15 12:51:30","64.901"
" 2024-08-15 13:01:32","64.677"
" 2024-08-15 13:52:21","63.534"
" 2024-08-15 14:02:23","63.309"
" 2024-08-15 14:53:11","62.327"
" 2024-08-15 15:03:14","62.145"
" 2024-08-15 15:53:56","61.216"
" 2024-08-15 16:04:25","61.013"
" 2024-08-15 16:54:53","60.062"
" 2024-08-15 17:05:11","59.87"
" 2024-08-15 17:56:05","58.919"
" 2024-08-15 18:06:15","58.738"
" 2024-08-15 18:57:09","57.809"
" 2024-08-15 19:07:27","57.627"
" 2024-08-15 19:58:45","56.719"
" 2024-08-15 20:08:46","56.548"
" 2024-08-15 20:49:55","55.833"
" 2024-08-15 21:00:05","55.651"
" 2024-08-15 21:51:57","54.754"
" 2024-08-15 22:02:06","54.583"
" 2024-08-15 22:53:04","53.707"
" 2024-08-15 23:03:22","53.536"
" 2024-08-15 23:54:41","52.671"
" 2024-08-16 00:04:51","52.511"
" 2024-08-16 00:55:16","51.667"
" 2024-08-16 01:05:41","51.496"
" 2024-08-16 01:56:37","50.652"
" 2024-08-16 02:07:10","50.481"
" 2024-08-16 02:58:37","49.648"
" 2024-08-16 03:08:47","49.488"
" 2024-08-16 03:59:27","48.676"
" 2024-08-16 04:09:29","48.516"
" 2024-08-16 04:51:16","47.864"
" 2024-08-16 05:01:34","47.704"
" 2024-08-16 05:42:12","47.074"
" 2024-08-16 05:52:28","47.117"
" 2024-08-16 06:02:56","46.999"
" 2024-08-16 06:53:34","46.262"
" 2024-08-16 07:03:59","46.113"
" 2024-08-16 07:54:26","45.333"
" 2024-08-16 08:04:43","45.141"
" 2024-08-16 08:55:45","44.382"
" 2024-08-16 09:05:47","44.233"
" 2024-08-16 09:57:20","43.464"
" 2024-08-16 10:07:45","43.293"
" 2024-08-16 10:59:41","42.492"
" 2024-08-16 11:09:44","42.332"
" 2024-08-16 11:50:14","41.712"
" 2024-08-16 12:00:39","41.552"
" 2024-08-16 12:51:34","40.804"
" 2024-08-16 13:01:59","40.644"
" 2024-08-16 13:43:33","40.056"
" 2024-08-16 13:53:58","40.067"
" 2024-08-16 14:04:00","39.96"
" 2024-08-16 14:55:03","39.298"
" 2024-08-16 15:05:06","39.159"
" 2024-08-16 15:55:54","38.433"
" 2024-08-16 16:06:11","38.283"
" 2024-08-16 16:57:46","37.568"
" 2024-08-16 17:07:55","37.418"
" 2024-08-16 17:59:00","36.724"
" 2024-08-16 18:09:26","36.585"
" 2024-08-16 18:50:51","36.03"
" 2024-08-16 19:01:24","35.901"
" 2024-08-16 19:51:49","35.229"
" 2024-08-16 20:02:14","35.09"
" 2024-08-16 20:54:04","34.427"
" 2024-08-16 21:04:07","34.299"
" 2024-08-16 21:55:58","33.701"
" 2024-08-16 22:06:15","33.573"
" 2024-08-16 22:58:00","32.964"
" 2024-08-16 23:08:02","32.847"
" 2024-08-16 23:59:37","32.238"
" 2024-08-17 00:09:39","32.12"
" 2024-08-17 00:49:56","31.661"
" 2024-08-17 01:00:13","31.533"
" 2024-08-17 01:52:04","30.924"
" 2024-08-17 02:02:22","30.807"
" 2024-08-17 02:53:17","30.219"
" 2024-08-17 03:03:35","30.102"
" 2024-08-17 03:55:09","29.525"
" 2024-08-17 04:05:50","29.407"
" 2024-08-17 04:57:47","28.831"
" 2024-08-17 05:07:57","28.734"
" 2024-08-17 05:50:47","28.254"
" 2024-08-17 06:00:49","28.147"
" 2024-08-17 06:52:09","27.592"
" 2024-08-17 07:02:18","27.485"
" 2024-08-17 07:52:36","26.951"
" 2024-08-17 08:03:16","26.844"
" 2024-08-17 08:13:18","26.876"
" 2024-08-17 08:53:56","26.523"
" 2024-08-17 09:03:58","26.438"
" 2024-08-17 09:55:26","25.925"
" 2024-08-17 10:05:28","25.829"
" 2024-08-17 10:57:18","25.295"
" 2024-08-17 11:07:28","25.188"
" 2024-08-17 11:59:11","24.676"
" 2024-08-17 12:09:13","24.569"
" 2024-08-17 12:50:31","24.174"
" 2024-08-17 13:00:41","24.088"
" 2024-08-17 13:52:14","23.65"
" 2024-08-17 14:02:16","23.575"
" 2024-08-17 14:54:15","23.138"
" 2024-08-17 15:04:16","23.063"
" 2024-08-17 15:56:07","22.625"
" 2024-08-17 16:06:16","22.561"
" 2024-08-17 16:57:51","22.112"
" 2024-08-17 17:08:00","22.048"
" 2024-08-17 17:59:26","21.642"
" 2024-08-17 18:09:29","21.567"
" 2024-08-17 18:51:25","21.236"
" 2024-08-17 19:01:42","21.151"
" 2024-08-17 19:53:00","20.777"
" 2024-08-17 20:03:48","20.681"
" 2024-08-17 20:55:07","20.296"
" 2024-08-17 21:05:17","20.222"
" 2024-08-17 21:56:15","19.858"
" 2024-08-17 22:07:42","19.762"
" 2024-08-17 22:59:08","19.367"
" 2024-08-17 23:09:17","19.292"
" 2024-08-17 23:52:00","18.983"
" 2024-08-18 00:02:16","18.897"
" 2024-08-18 00:54:15","18.534"
" 2024-08-18 01:04:16","18.448"
" 2024-08-18 01:55:59","18.075"
" 2024-08-18 02:06:01","18"
" 2024-08-18 02:57:51","17.754"
" 2024-08-18 03:08:00","17.69"
" 2024-08-18 03:50:12","17.423"
" 2024-08-18 04:00:14","17.37"
" 2024-08-18 04:52:20","17.007"
" 2024-08-18 05:02:22","16.932"
" 2024-08-18 05:55:36","16.569"
" 2024-08-18 06:05:46","16.515"
" 2024-08-18 06:56:57","16.163"
" 2024-08-18 07:06:59","16.077"
" 2024-08-18 07:49:25","15.832"
" 2024-08-18 07:58:57","73.659"
" 2024-08-18 08:00:22","75.101"
" 2024-08-18 08:09:22","83.86"
" 2024-08-18 08:59:08","71.662"
" 2024-08-18 09:09:18","70.914"
" 2024-08-18 09:12:23","56.997"
" 2024-08-18 09:37:52","82.706"
" 2024-08-18 09:54:20","78.38"
" 2024-08-18 10:04:29","78.231"
" 2024-08-18 10:15:41","78.487"
" 2024-08-18 10:56:42","78.156"
" 2024-08-18 11:06:52","78.167"
" 2024-08-18 11:57:34","78.647"
" 2024-08-18 12:07:35","78.786"
" 2024-08-18 12:59:02","79.651"
" 2024-08-18 13:09:42","79.822"
" 2024-08-18 13:50:22","80.41"
" 2024-08-18 14:00:39","80.549"
" 2024-08-18 14:51:05","80.944"
" 2024-08-18 15:02:02","80.997"
" 2024-08-18 15:53:13","81.115"
" 2024-08-18 16:11:42","81.125"
" 2024-08-18 16:52:30","81.061"
" 2024-08-18 17:06:08","81.04"
" 2024-08-18 17:39:18","81.061"
" 2024-08-18 18:01:41","81.051"
" 2024-08-18 18:52:30","80.933"
" 2024-08-18 19:03:19","80.88"
" 2024-08-18 19:55:47","80.698"
" 2024-08-18 20:05:49","80.656"
" 2024-08-18 20:56:45","80.463"
