"Timestamp","3370-20-E2F25"
" 2024-08-05 00:00:00","57.531"
" 2024-08-05 00:00:03","57.542"
" 2024-08-05 00:59:29","56.922"
" 2024-08-05 01:00:47","56.911"
" 2024-08-05 01:00:55","56.922"
" 2024-08-05 01:59:49","56.324"
" 2024-08-05 02:00:12","56.313"
" 2024-08-05 02:00:20","56.324"
" 2024-08-05 02:59:59","55.736"
" 2024-08-05 03:00:30","55.726"
" 2024-08-05 03:00:47","55.736"
" 2024-08-05 03:59:57","55.16"
" 2024-08-05 04:01:22","55.149"
" 2024-08-05 04:59:30","54.594"
" 2024-08-05 05:00:24","54.583"
" 2024-08-05 05:00:39","54.594"
" 2024-08-05 05:59:49","54.027"
" 2024-08-05 05:59:57","54.038"
" 2024-08-05 06:00:05","54.027"
" 2024-08-05 06:59:54","53.483"
" 2024-08-05 07:00:40","53.472"
" 2024-08-05 07:00:48","53.483"
" 2024-08-05 07:59:19","52.938"
" 2024-08-05 07:59:58","52.949"
" 2024-08-05 08:00:06","52.938"
" 2024-08-05 08:46:23","52.521"
" 2024-08-05 08:59:53","64.025"
" 2024-08-05 09:00:01","64.132"
" 2024-08-05 09:41:12","84.127"
" 2024-08-05 09:59:59","75.294"
" 2024-08-05 10:00:06","75.262"
" 2024-08-05 10:59:55","69.301"
" 2024-08-05 11:00:10","69.291"
" 2024-08-05 11:59:45","67.432"
" 2024-08-05 12:00:08","67.422"
" 2024-08-05 12:59:56","66.311"
" 2024-08-05 14:30:27","65.082"
" 2024-08-05 16:00:01","64.11"
" 2024-08-05 16:00:25","64.1"
" 2024-08-05 16:00:32","64.11"
" 2024-08-05 16:59:46","63.491"
" 2024-08-05 17:00:40","63.48"
" 2024-08-05 17:01:03","63.491"
" 2024-08-05 17:58:58","62.978"
" 2024-08-05 18:00:00","62.968"
" 2024-08-05 18:00:08","62.978"
" 2024-08-05 18:59:40","62.476"
" 2024-08-05 19:00:19","62.466"
" 2024-08-05 19:00:27","62.476"
" 2024-08-05 19:59:12","61.985"
" 2024-08-05 19:59:58","61.974"
" 2024-08-05 20:00:06","61.985"
" 2024-08-05 20:59:05","61.504"
" 2024-08-05 20:59:21","61.515"
" 2024-08-05 20:59:52","61.504"
" 2024-08-05 21:00:15","61.515"
" 2024-08-05 21:59:42","61.034"
" 2024-08-05 22:00:21","61.024"
" 2024-08-05 22:00:28","61.034"
" 2024-08-05 22:59:31","60.522"
" 2024-08-05 23:00:40","60.511"
" 2024-08-05 23:01:11","60.522"
" 2024-08-05 23:50:02","60.116"
" 2024-08-05 23:59:17","60.276"
" 2024-08-06 00:00:58","60.265"
" 2024-08-06 00:59:50","59.849"
" 2024-08-06 00:59:57","59.859"
" 2024-08-06 01:00:05","59.87"
" 2024-08-06 01:59:13","59.411"
" 2024-08-06 01:59:44","59.421"
" 2024-08-06 01:59:52","59.411"
