"Timestamp","3370-20-COMP-C-LCP-AI001"
" 2024-08-05 00:00:00","78.713"
" 2024-08-05 00:05:50","78.677"
" 2024-08-05 00:51:46","78.506"
" 2024-08-05 01:02:43","78.457"
" 2024-08-05 01:57:15","78.286"
" 2024-08-05 02:08:19","78.237"
" 2024-08-05 02:52:34","78.066"
" 2024-08-05 03:03:13","78.018"
" 2024-08-05 03:56:58","77.834"
" 2024-08-05 04:08:11","77.786"
" 2024-08-05 04:49:58","77.664"
" 2024-08-05 05:01:17","77.603"
" 2024-08-05 05:59:10","77.395"
" 2024-08-05 06:09:13","77.358"
" 2024-08-05 06:55:00","77.224"
" 2024-08-05 07:05:41","77.2"
" 2024-08-05 07:48:38","77.029"
" 2024-08-05 08:02:32","76.992"
" 2024-08-05 08:47:09","55.239"
" 2024-08-05 08:59:30","63.687"
" 2024-08-05 09:01:26","65.334"
" 2024-08-05 09:38:44","83.364"
" 2024-08-05 09:58:49","82.046"
" 2024-08-05 10:08:51","81.509"
" 2024-08-05 10:49:37","80.764"
" 2024-08-05 11:03:01","80.789"
" 2024-08-05 11:54:36","81.252"
" 2024-08-05 12:05:00","81.375"
" 2024-08-05 12:56:58","81.79"
" 2024-08-05 14:33:41","81.716"
" 2024-08-05 15:56:56","81.411"
" 2024-08-05 16:06:59","81.362"
" 2024-08-05 16:55:16","81.155"
" 2024-08-05 17:06:57","81.094"
" 2024-08-05 17:52:56","80.886"
" 2024-08-05 18:03:04","80.837"
" 2024-08-05 18:57:06","80.569"
" 2024-08-05 19:07:14","80.532"
" 2024-08-05 19:59:04","80.337"
" 2024-08-05 20:09:36","80.276"
" 2024-08-05 20:51:14","80.142"
" 2024-08-05 21:02:03","80.081"
" 2024-08-05 21:59:34","79.861"
" 2024-08-05 22:12:35","79.8"
" 2024-08-05 22:56:56","79.604"
" 2024-08-05 23:07:59","79.543"
" 2024-08-05 23:49:08","79.36"
" 2024-08-05 23:55:11","82.705"
" 2024-08-06 00:15:52","82.412"
" 2024-08-06 00:59:26","81.973"
" 2024-08-06 01:27:05","81.985"
" 2024-08-06 01:57:33","82.095"
" 2024-08-06 02:09:31","82.131"
" 2024-08-06 02:45:10","82.205"
" 2024-08-06 02:55:28","82.144"
" 2024-08-06 03:06:39","82.107"
" 2024-08-06 03:19:00","56.13"
" 2024-08-06 03:44:28","83.132"
" 2024-08-06 03:54:30","82.314"
" 2024-08-06 04:04:40","81.594"
" 2024-08-06 04:56:15","80.557"
" 2024-08-06 05:06:40","80.605"
" 2024-08-06 05:40:53","80.764"
" 2024-08-06 05:52:35","80.703"
" 2024-08-06 06:04:49","80.642"
" 2024-08-06 06:25:54","80.532"
" 2024-08-06 06:33:37","83.889"
" 2024-08-06 06:55:06","82.949"
" 2024-08-06 07:06:56","82.876"
" 2024-08-06 07:59:40","82.644"
" 2024-08-06 08:10:51","82.583"
" 2024-08-06 08:41:13","56.216"
" 2024-08-06 08:59:20","67.874"
" 2024-08-06 09:01:39","69.558"
" 2024-08-06 09:32:00","82.742"
" 2024-08-06 09:52:04","81.667"
" 2024-08-06 10:02:22","81.362"
" 2024-08-06 10:32:31","81.045"
" 2024-08-06 10:53:19","81.082"
" 2024-08-06 11:04:15","81.13"
" 2024-08-06 11:25:22","81.252"
" 2024-08-06 11:57:24","81.118"
" 2024-08-06 12:09:30","81.057"
" 2024-08-06 12:51:50","80.862"
" 2024-08-06 13:02:45","80.813"
" 2024-08-06 13:57:18","80.544"
" 2024-08-06 14:10:55","80.483"
" 2024-08-06 14:54:00","80.313"
" 2024-08-06 15:06:44","80.251"
" 2024-08-06 16:00:00","80.032"
" 2024-08-06 16:10:09","79.983"
" 2024-08-06 16:50:26","79.824"
" 2024-08-06 17:00:28","79.788"
" 2024-08-06 17:58:21","79.519"
" 2024-08-06 18:08:24","79.482"
" 2024-08-06 18:52:55","79.312"
" 2024-08-06 19:04:30","79.275"
" 2024-08-06 19:52:37","79.08"
" 2024-08-06 20:02:56","79.043"
" 2024-08-06 20:56:49","78.848"
" 2024-08-06 21:06:52","78.799"
" 2024-08-06 21:54:37","78.604"
" 2024-08-06 22:08:40","78.542"
" 2024-08-06 22:54:15","78.347"
" 2024-08-06 23:04:56","78.298"
" 2024-08-06 23:47:01","78.127"
" 2024-08-07 00:01:35","78.066"
" 2024-08-07 00:56:18","77.81"
" 2024-08-07 01:06:44","77.786"
" 2024-08-07 01:52:03","77.566"
" 2024-08-07 02:04:09","77.505"
" 2024-08-07 02:57:47","77.261"
" 2024-08-07 03:02:02","72.354"
" 2024-08-07 03:03:04","56.021"
" 2024-08-07 03:52:29","83.889"
" 2024-08-07 04:02:01","82.278"
" 2024-08-07 04:52:43","79.958"
" 2024-08-07 05:02:46","79.971"
" 2024-08-07 05:54:15","80.544"
" 2024-08-07 06:04:55","80.728"
" 2024-08-07 06:57:19","81.399"
" 2024-08-07 07:08:23","81.484"
" 2024-08-07 07:40:18","81.631"
" 2024-08-07 07:50:28","81.582"
" 2024-08-07 08:01:25","81.533"
" 2024-08-07 08:47:38","56.24"
" 2024-08-07 08:59:13","64.224"
" 2024-08-07 09:01:01","65.847"
" 2024-08-07 09:30:45","83.816"
" 2024-08-07 09:51:06","81.326"
" 2024-08-07 10:01:24","80.728"
" 2024-08-07 10:42:50","79.971"
" 2024-08-07 10:52:52","79.983"
" 2024-08-07 11:03:03","80.068"
" 2024-08-07 11:55:03","80.801"
" 2024-08-07 12:05:22","80.996"
" 2024-08-07 12:58:01","81.582"
" 2024-08-07 13:08:19","81.655"
" 2024-08-07 13:51:04","81.802"
" 2024-08-07 14:01:07","81.826"
" 2024-08-07 14:26:28","81.863"
" 2024-08-07 14:52:06","81.838"
" 2024-08-07 15:26:21","81.826"
" 2024-08-07 15:46:50","81.838"
" 2024-08-07 15:56:53","81.814"
" 2024-08-07 16:06:55","81.777"
" 2024-08-07 16:58:24","81.57"
" 2024-08-07 17:11:09","81.533"
" 2024-08-07 17:52:05","81.362"
" 2024-08-07 18:03:40","81.313"
" 2024-08-07 18:50:07","81.118"
" 2024-08-07 19:00:17","81.069"
" 2024-08-07 19:55:14","80.874"
" 2024-08-07 20:05:23","80.825"
" 2024-08-07 20:57:28","80.618"
" 2024-08-07 21:08:17","80.581"
" 2024-08-07 21:51:37","80.435"
" 2024-08-07 22:05:02","80.41"
" 2024-08-07 22:58:58","80.239"
" 2024-08-07 23:10:48","80.203"
" 2024-08-07 23:52:37","80.056"
" 2024-08-08 00:03:10","80.02"
" 2024-08-08 00:58:45","79.861"
" 2024-08-08 01:08:55","79.849"
" 2024-08-08 01:53:57","79.678"
" 2024-08-08 02:05:09","79.641"
" 2024-08-08 02:55:50","79.446"
" 2024-08-08 03:06:08","79.409"
" 2024-08-08 03:58:13","79.226"
" 2024-08-08 04:09:24","79.189"
" 2024-08-08 04:53:31","79.031"
" 2024-08-08 05:03:40","78.994"
" 2024-08-08 05:58:43","78.811"
" 2024-08-08 06:09:54","78.762"
" 2024-08-08 06:54:16","78.591"
" 2024-08-08 07:04:26","78.542"
" 2024-08-08 07:56:31","78.347"
" 2024-08-08 08:07:27","78.311"
" 2024-08-08 08:43:04","54.958"
" 2024-08-08 08:59:24","66.812"
" 2024-08-08 09:01:35","68.447"
" 2024-08-08 09:31:33","83.291"
" 2024-08-08 09:51:37","81.545"
" 2024-08-08 10:01:47","80.862"
" 2024-08-08 10:46:40","79.971"
" 2024-08-08 10:57:36","80.007"
" 2024-08-08 11:07:38","80.093"
" 2024-08-08 11:58:44","80.813"
" 2024-08-08 12:08:54","80.972"
" 2024-08-08 12:59:49","81.57"
" 2024-08-08 13:10:22","81.655"
" 2024-08-08 13:34:01","81.79"
" 2024-08-08 13:55:07","81.765"
" 2024-08-08 14:05:46","81.704"
" 2024-08-08 14:57:50","81.533"
" 2024-08-08 15:08:08","81.497"
" 2024-08-08 15:52:37","81.338"
" 2024-08-08 16:03:10","81.301"
" 2024-08-08 16:48:33","81.13"
" 2024-08-08 17:01:17","81.082"
" 2024-08-08 17:56:20","80.886"
" 2024-08-08 18:06:52","80.862"
" 2024-08-08 18:50:57","80.642"
" 2024-08-08 19:01:08","80.605"
" 2024-08-08 19:56:02","80.325"
" 2024-08-08 20:06:12","80.264"
" 2024-08-08 20:50:55","80.068"
" 2024-08-08 21:00:57","80.032"
" 2024-08-08 21:59:17","79.836"
" 2024-08-08 22:09:30","79.788"
" 2024-08-08 22:51:54","79.629"
" 2024-08-08 23:02:35","79.604"
" 2024-08-08 23:56:42","79.385"
" 2024-08-09 00:06:50","79.36"
" 2024-08-09 00:59:09","79.177"
" 2024-08-09 01:09:11","79.153"
" 2024-08-09 01:54:57","78.994"
" 2024-08-09 02:09:35","78.933"
" 2024-08-09 02:55:34","78.774"
" 2024-08-09 03:05:51","78.738"
" 2024-08-09 03:48:41","78.591"
