"Timestamp","3370-20-COMP-A-LCP-AI001"
" 2024-08-06 09:02:02","69.631"
" 2024-08-06 09:22:36","82.864"
" 2024-08-06 09:53:05","81.411"
" 2024-08-06 10:03:08","81.155"
" 2024-08-06 10:26:50","80.886"
" 2024-08-06 10:54:59","80.923"
" 2024-08-06 11:05:01","80.996"
" 2024-08-06 11:25:22","81.106"
" 2024-08-06 11:57:47","80.984"
" 2024-08-06 12:10:47","80.935"
" 2024-08-06 12:50:55","80.74"
" 2024-08-06 13:00:57","80.679"
" 2024-08-06 13:53:49","80.435"
" 2024-08-06 14:04:13","80.386"
" 2024-08-06 14:58:14","80.178"
" 2024-08-06 15:08:16","80.142"
" 2024-08-06 15:58:35","79.922"
" 2024-08-06 16:09:08","79.873"
" 2024-08-06 16:54:02","79.69"
" 2024-08-06 17:05:45","79.641"
" 2024-08-06 17:59:08","79.409"
" 2024-08-06 18:11:06","79.348"
" 2024-08-06 18:58:26","79.165"
" 2024-08-06 19:08:29","79.128"
" 2024-08-06 19:55:04","78.933"
" 2024-08-06 20:06:47","78.884"
" 2024-08-06 20:59:23","78.689"
" 2024-08-06 21:12:40","78.628"
" 2024-08-06 21:53:43","78.481"
" 2024-08-06 22:03:47","78.433"
" 2024-08-06 22:49:13","78.262"
" 2024-08-06 23:01:27","78.201"
" 2024-08-06 23:57:04","77.957"
" 2024-08-07 00:07:45","77.92"
" 2024-08-07 00:51:40","77.725"
" 2024-08-07 01:01:58","77.664"
" 2024-08-07 01:58:52","77.444"
" 2024-08-07 02:08:54","77.395"
" 2024-08-07 02:51:44","77.188"
" 2024-08-07 03:02:02","72.207"
" 2024-08-07 03:03:04","55.947"
" 2024-08-07 03:52:06","83.645"
" 2024-08-07 04:02:09","82.119"
" 2024-08-07 04:54:16","79.824"
" 2024-08-07 05:04:18","79.849"
" 2024-08-07 05:56:10","80.471"
" 2024-08-07 06:06:28","80.618"
" 2024-08-07 06:57:04","81.265"
" 2024-08-07 07:08:00","81.362"
" 2024-08-07 07:39:01","81.497"
" 2024-08-07 07:49:27","81.46"
" 2024-08-07 08:02:27","81.399"
" 2024-08-07 08:47:38","56.155"
" 2024-08-07 08:59:13","64.114"
" 2024-08-07 09:01:09","65.835"
" 2024-08-07 09:31:00","83.791"
" 2024-08-07 09:50:20","81.252"
" 2024-08-07 10:00:22","80.63"
" 2024-08-07 10:41:32","79.849"
" 2024-08-07 10:54:32","79.885"
" 2024-08-07 11:04:36","79.983"
" 2024-08-07 11:55:50","80.703"
" 2024-08-07 12:06:08","80.874"
" 2024-08-07 12:59:42","81.472"
" 2024-08-07 13:12:27","81.545"
" 2024-08-07 13:49:00","81.68"
" 2024-08-07 14:03:18","81.692"
" 2024-08-07 14:34:28","81.741"
" 2024-08-07 14:54:48","81.729"
" 2024-08-07 15:17:13","81.704"
" 2024-08-07 16:09:37","81.655"
" 2024-08-07 16:58:01","81.46"
" 2024-08-07 17:08:04","81.423"
" 2024-08-07 17:51:49","81.228"
" 2024-08-07 18:01:51","81.216"
" 2024-08-07 18:56:25","80.984"
" 2024-08-07 19:07:30","80.935"
" 2024-08-07 19:49:42","80.764"
" 2024-08-07 20:00:07","80.715"
" 2024-08-07 20:52:42","80.52"
" 2024-08-07 21:03:15","80.483"
" 2024-08-07 21:56:23","80.313"
" 2024-08-07 22:06:27","80.264"
" 2024-08-07 22:52:55","80.129"
" 2024-08-07 23:07:42","80.093"
" 2024-08-07 23:50:42","79.958"
" 2024-08-08 00:02:31","79.91"
" 2024-08-08 00:58:07","79.739"
" 2024-08-08 01:15:37","79.69"
" 2024-08-08 01:59:37","79.543"
" 2024-08-08 02:11:04","79.519"
" 2024-08-08 02:58:40","79.324"
" 2024-08-08 03:12:03","79.287"
" 2024-08-08 03:57:27","79.104"
" 2024-08-08 04:08:22","79.08"
" 2024-08-08 04:54:33","78.884"
" 2024-08-08 05:08:10","78.848"
" 2024-08-08 05:50:06","78.701"
" 2024-08-08 06:01:40","78.652"
" 2024-08-08 06:51:34","78.481"
" 2024-08-08 07:02:38","78.433"
" 2024-08-08 07:57:17","78.225"
" 2024-08-08 08:07:34","78.201"
" 2024-08-08 08:43:04","54.897"
" 2024-08-08 08:59:16","66.58"
" 2024-08-08 09:01:28","68.252"
" 2024-08-08 09:30:55","82.961"
" 2024-08-08 09:50:58","81.436"
" 2024-08-08 10:01:00","80.74"
" 2024-08-08 10:41:16","79.836"
" 2024-08-08 11:01:35","79.922"
" 2024-08-08 11:52:41","80.581"
" 2024-08-08 12:04:09","80.752"
" 2024-08-08 12:57:15","81.423"
" 2024-08-08 13:07:48","81.509"
" 2024-08-08 13:40:50","81.704"
" 2024-08-08 13:53:27","81.631"
" 2024-08-08 14:04:14","81.594"
" 2024-08-08 14:52:50","81.411"
" 2024-08-08 15:03:07","81.375"
" 2024-08-08 15:55:34","81.191"
" 2024-08-08 16:05:36","81.155"
" 2024-08-08 16:59:44","80.959"
" 2024-08-08 17:10:48","80.935"
" 2024-08-08 17:50:27","80.789"
" 2024-08-08 18:03:55","80.728"
" 2024-08-08 18:57:55","80.483"
" 2024-08-08 19:08:36","80.435"
" 2024-08-08 19:58:13","80.19"
" 2024-08-08 20:08:38","80.154"
" 2024-08-08 20:51:26","79.971"
" 2024-08-08 21:01:42","79.922"
" 2024-08-08 21:55:49","79.702"
" 2024-08-08 22:05:54","79.69"
" 2024-08-08 22:49:43","79.519"
" 2024-08-08 23:00:55","79.482"
" 2024-08-08 23:53:29","79.299"
" 2024-08-09 00:03:45","79.275"
" 2024-08-09 00:57:44","79.067"
" 2024-08-09 01:08:25","79.019"
" 2024-08-09 01:50:26","78.872"
" 2024-08-09 02:00:51","78.835"
" 2024-08-09 02:55:26","78.64"
" 2024-08-09 03:10:21","78.604"
" 2024-08-09 03:51:46","78.445"
" 2024-08-09 04:03:13","78.408"
" 2024-08-09 04:59:41","78.201"
" 2024-08-09 05:09:43","78.176"
" 2024-08-09 05:54:13","78.018"
" 2024-08-09 06:07:43","77.981"
" 2024-08-09 06:29:50","77.896"
" 2024-08-09 06:56:20","82.839"
" 2024-08-09 07:06:30","82.668"
" 2024-08-09 07:48:41","81.924"
" 2024-08-09 07:59:06","81.948"
" 2024-08-09 08:09:16","81.985"
" 2024-08-09 08:42:04","82.217"
" 2024-08-09 08:45:32","56.265"
" 2024-08-09 08:58:47","66.201"
" 2024-08-09 09:00:43","67.837"
" 2024-08-09 09:22:19","82.656"
" 2024-08-09 09:52:25","80.642"
" 2024-08-09 10:03:21","80.178"
" 2024-08-09 10:33:58","79.739"
" 2024-08-09 10:54:56","79.824"
" 2024-08-09 11:04:58","79.922"
" 2024-08-09 11:46:31","80.52"
" 2024-08-09 11:56:49","56.997"
" 2024-08-09 11:59:54","60.5"
" 2024-08-09 12:01:03","62.136"
" 2024-08-09 12:37:34","83.621"
" 2024-08-09 12:57:38","82.034"
" 2024-08-09 13:08:03","81.68"
" 2024-08-09 13:42:00","81.326"
" 2024-08-09 13:53:58","81.338"
" 2024-08-09 14:10:10","81.375"
" 2024-08-09 14:30:30","81.46"
" 2024-08-09 14:53:08","81.35"
" 2024-08-09 15:03:12","81.289"
" 2024-08-09 15:49:25","81.069"
" 2024-08-09 16:02:32","81.008"
" 2024-08-09 16:53:44","80.789"
" 2024-08-09 17:07:15","80.728"
" 2024-08-09 17:53:34","80.544"
" 2024-08-09 18:05:24","80.496"
" 2024-08-09 18:58:01","80.288"
" 2024-08-09 19:08:26","80.251"
" 2024-08-09 19:55:24","80.093"
" 2024-08-09 20:08:08","80.044"
" 2024-08-09 20:53:02","79.885"
" 2024-08-09 21:03:27","79.849"
" 2024-08-09 21:57:37","79.666"
" 2024-08-09 22:08:26","79.641"
" 2024-08-09 22:53:43","79.482"
" 2024-08-09 23:03:53","79.446"
" 2024-08-09 23:54:04","79.299"
" 2024-08-10 00:05:07","79.263"
" 2024-08-10 00:58:54","79.092"
" 2024-08-10 01:08:56","79.08"
" 2024-08-10 01:53:20","78.933"
" 2024-08-10 02:03:29","78.884"
" 2024-08-10 02:59:28","78.701"
" 2024-08-10 03:09:30","78.665"
" 2024-08-10 03:51:56","78.53"
" 2024-08-10 04:01:58","78.494"
" 2024-08-10 04:50:29","78.323"
" 2024-08-10 05:01:32","78.274"
" 2024-08-10 05:56:13","78.091"
" 2024-08-10 06:08:56","78.042"
" 2024-08-10 06:51:39","77.896"
" 2024-08-10 07:01:41","77.871"
" 2024-08-10 07:46:09","77.712"
" 2024-08-10 08:00:20","77.664"
" 2024-08-10 08:33:48","55.74"
" 2024-08-10 08:57:20","78.884"
" 2024-08-10 09:00:33","80.52"
" 2024-08-10 09:07:23","83.816"
" 2024-08-10 09:56:37","79.739"
" 2024-08-10 10:07:33","79.568"
" 2024-08-10 10:17:35","79.482"
" 2024-08-10 10:58:45","79.666"
" 2024-08-10 11:09:35","79.775"
" 2024-08-10 11:51:17","80.276"
" 2024-08-10 12:01:26","80.398"
" 2024-08-10 12:55:21","80.886"
" 2024-08-10 13:05:54","80.972"
" 2024-08-10 13:57:29","81.179"
" 2024-08-10 14:08:02","81.204"
" 2024-08-10 14:54:14","81.069"
" 2024-08-10 15:06:04","81.021"
" 2024-08-10 15:53:33","80.862"
" 2024-08-10 16:03:43","80.813"
" 2024-08-10 16:46:50","55.325"
" 2024-08-10 16:58:47","70.327"
" 2024-08-10 17:00:12","71.963"
" 2024-08-10 17:13:35","83.633"
" 2024-08-10 17:54:07","81.069"
" 2024-08-10 18:04:25","80.996"
" 2024-08-10 18:50:49","81.13"
" 2024-08-10 19:03:13","81.118"
" 2024-08-10 19:55:53","80.862"
" 2024-08-10 20:06:27","80.801"
" 2024-08-10 20:58:19","80.581"
" 2024-08-10 21:08:44","80.557"
" 2024-08-10 21:50:19","80.386"
" 2024-08-10 22:01:00","80.337"
" 2024-08-10 22:58:24","80.142"
" 2024-08-10 23:09:14","80.105"
" 2024-08-10 23:56:05","79.922"
" 2024-08-11 00:06:16","79.897"
" 2024-08-11 00:59:20","79.69"
" 2024-08-11 01:11:30","79.641"
" 2024-08-11 01:55:47","79.47"
" 2024-08-11 02:05:49","79.434"
" 2024-08-11 02:52:17","79.25"
" 2024-08-11 03:02:34","79.226"
" 2024-08-11 03:55:49","79.019"
" 2024-08-11 04:06:00","79.006"
" 2024-08-11 04:56:56","78.811"
" 2024-08-11 05:07:14","78.774"
" 2024-08-11 05:17:31","78.738"
" 2024-08-11 05:27:25","83.743"
" 2024-08-11 05:59:12","82.253"
" 2024-08-11 06:09:44","82.192"
" 2024-08-11 06:19:47","82.18"
" 2024-08-11 06:51:40","82.241"
" 2024-08-11 07:01:42","82.278"
" 2024-08-11 07:20:22","56.509"
" 2024-08-11 07:58:42","75.491"
" 2024-08-11 08:01:24","77.102"
" 2024-08-11 08:14:55","83.657"
" 2024-08-11 08:55:41","79.824"
" 2024-08-11 09:05:44","79.519"
" 2024-08-11 09:38:16","79.202"
" 2024-08-11 09:58:28","79.299"
" 2024-08-11 10:08:53","79.397"
" 2024-08-11 10:50:42","79.946"
" 2024-08-11 11:00:44","80.068"
" 2024-08-11 11:51:50","80.679"
" 2024-08-11 12:02:30","80.776"
" 2024-08-11 12:54:20","81.094"
" 2024-08-11 13:04:30","81.033"
" 2024-08-11 13:58:16","80.862"
" 2024-08-11 14:14:52","80.789"
" 2024-08-11 14:58:44","80.642"
" 2024-08-11 15:08:53","80.605"
" 2024-08-11 15:52:22","80.422"
" 2024-08-11 16:02:24","80.398"
" 2024-08-11 16:55:32","80.203"
" 2024-08-11 17:06:59","80.166"
" 2024-08-11 17:59:36","79.971"
" 2024-08-11 18:10:47","79.922"
" 2024-08-11 18:52:59","79.788"
" 2024-08-11 19:04:18","79.739"
" 2024-08-11 19:53:20","79.568"
" 2024-08-11 20:03:30","79.531"
" 2024-08-11 20:54:57","79.36"
" 2024-08-11 21:04:59","79.336"
" 2024-08-11 21:54:23","79.189"
" 2024-08-11 22:04:25","79.165"
" 2024-08-11 22:50:14","79.006"
" 2024-08-11 23:02:43","78.958"
" 2024-08-11 23:58:40","78.774"
" 2024-08-12 00:09:59","78.738"
" 2024-08-12 00:51:32","78.591"
" 2024-08-12 01:04:16","78.542"
" 2024-08-12 01:57:09","78.347"
" 2024-08-12 02:07:11","78.323"
" 2024-08-12 02:55:45","78.127"
" 2024-08-12 03:07:59","78.091"
" 2024-08-12 03:50:57","77.932"
" 2024-08-12 04:00:59","77.908"
" 2024-08-12 04:56:48","77.7"
" 2024-08-12 05:06:58","77.676"
" 2024-08-12 05:59:03","77.493"
" 2024-08-12 06:09:36","77.444"
" 2024-08-12 06:51:17","77.31"
" 2024-08-12 07:01:19","77.261"
" 2024-08-12 07:11:36","77.224"
" 2024-08-12 07:48:38","82.693"
" 2024-08-12 07:58:40","82.278"
" 2024-08-12 08:09:06","82.021"
" 2024-08-12 08:52:42","56.777"
" 2024-08-12 08:59:07","63.516"
" 2024-08-12 09:00:48","65.2"
" 2024-08-12 09:26:00","83.376"
" 2024-08-12 09:56:14","81.863"
" 2024-08-12 10:06:25","81.753"
" 2024-08-12 10:50:09","81.338"
" 2024-08-12 11:00:57","81.216"
" 2024-08-12 11:55:38","80.862"
" 2024-08-12 12:08:22","80.789"
" 2024-08-12 12:09:31","58.096"
" 2024-08-12 12:57:38","82.559"
" 2024-08-12 13:07:40","81.509"
" 2024-08-12 13:48:57","79.897"
" 2024-08-12 14:00:39","79.824"
" 2024-08-12 14:53:23","80.337"
" 2024-08-12 15:04:04","80.508"
" 2024-08-12 15:56:03","81.204"
" 2024-08-12 16:07:22","81.313"
" 2024-08-12 16:50:42","81.558"
" 2024-08-12 17:01:00","81.582"
" 2024-08-12 17:50:24","81.716"
" 2024-08-12 18:01:19","81.704"
" 2024-08-12 18:55:20","81.509"
" 2024-08-12 19:06:54","81.46"
" 2024-08-12 19:51:31","81.301"
" 2024-08-12 20:03:45","81.265"
" 2024-08-12 20:49:08","81.094"
" 2024-08-12 21:00:43","81.057"
" 2024-08-12 21:58:57","80.862"
" 2024-08-12 22:10:09","80.801"
" 2024-08-12 22:53:06","80.654"
" 2024-08-12 23:03:32","80.642"
" 2024-08-12 23:57:01","80.422"
" 2024-08-13 00:10:24","80.386"
" 2024-08-13 00:52:58","80.227"
" 2024-08-13 01:03:54","80.19"
" 2024-08-13 01:51:37","80.032"
" 2024-08-13 02:01:47","79.983"
" 2024-08-13 02:56:09","79.8"
" 2024-08-13 03:10:33","79.751"
" 2024-08-13 03:51:20","79.592"
" 2024-08-13 04:01:53","79.568"
" 2024-08-13 04:56:25","79.36"
" 2024-08-13 05:06:50","79.324"
" 2024-08-13 05:59:42","79.153"
" 2024-08-13 06:09:52","79.116"
" 2024-08-13 06:57:51","78.958"
" 2024-08-13 07:09:33","78.896"
" 2024-08-13 07:52:15","78.762"
" 2024-08-13 08:02:17","78.713"
" 2024-08-13 08:53:36","43.35"
" 2024-08-13 08:59:55","53.445"
" 2024-08-13 09:01:12","55.093"
" 2024-08-13 09:34:54","83.523"
" 2024-08-13 09:54:58","80.947"
" 2024-08-13 10:05:16","80.154"
" 2024-08-13 10:56:05","78.628"
" 2024-08-13 11:06:53","78.567"
" 2024-08-13 11:29:01","78.372"
" 2024-08-13 11:59:38","78.42"
" 2024-08-13 12:00:48","70.291"
" 2024-08-13 12:01:03","56.155"
" 2024-08-13 12:36:03","82.803"
" 2024-08-13 12:56:07","81.631"
" 2024-08-13 13:06:24","81.228"
" 2024-08-13 13:37:01","80.813"
" 2024-08-13 13:57:36","80.984"
" 2024-08-13 14:07:53","81.106"
" 2024-08-13 14:18:26","81.24"
" 2024-08-13 14:49:57","81.106"
" 2024-08-13 14:59:59","81.057"
" 2024-08-13 15:57:09","80.728"
" 2024-08-13 16:07:11","80.667"
" 2024-08-13 16:58:08","80.422"
" 2024-08-13 17:09:35","80.374"
" 2024-08-13 17:56:48","80.178"
" 2024-08-13 18:06:51","80.142"
" 2024-08-13 18:49:02","79.971"
" 2024-08-13 19:00:21","79.922"
" 2024-08-13 19:52:51","79.751"
" 2024-08-13 20:04:49","79.702"
" 2024-08-13 20:49:58","79.568"
" 2024-08-13 21:03:36","79.519"
" 2024-08-13 21:54:49","79.36"
" 2024-08-13 22:04:50","79.348"
" 2024-08-13 22:58:39","79.177"
" 2024-08-13 23:09:29","79.153"
" 2024-08-13 23:53:08","79.006"
" 2024-08-14 00:05:07","78.958"
" 2024-08-14 00:56:17","78.811"
" 2024-08-14 01:08:16","78.774"
" 2024-08-14 01:53:44","78.616"
" 2024-08-14 02:03:54","78.604"
" 2024-08-14 02:52:19","78.433"
" 2024-08-14 03:02:21","78.408"
" 2024-08-14 03:56:10","78.225"
" 2024-08-14 04:07:45","78.188"
" 2024-08-14 04:52:56","78.03"
" 2024-08-14 05:02:58","78.005"
" 2024-08-14 05:59:35","77.81"
" 2024-08-14 06:10:47","77.773"
" 2024-08-14 06:57:45","77.639"
" 2024-08-14 07:08:03","77.603"
" 2024-08-14 07:18:05","77.578"
" 2024-08-14 07:32:47","82.607"
" 2024-08-14 07:52:59","82.241"
" 2024-08-14 08:04:34","82.144"
" 2024-08-14 08:37:47","56.899"
" 2024-08-14 08:57:44","71.218"
" 2024-08-14 09:00:03","72.854"
" 2024-08-14 09:15:45","82.681"
" 2024-08-14 09:54:37","56.899"
" 2024-08-14 09:58:51","62.051"
" 2024-08-14 10:00:16","63.772"
" 2024-08-14 10:04:16","61.88"
" 2024-08-14 10:40:11","83.145"
" 2024-08-14 10:50:13","82.253"
" 2024-08-14 11:00:15","81.558"
" 2024-08-14 11:45:44","80.679"
" 2024-08-14 11:56:10","80.703"
" 2024-08-14 12:06:12","80.74"
" 2024-08-14 12:57:35","81.277"
" 2024-08-14 13:08:32","81.375"
" 2024-08-14 13:50:15","81.155"
" 2024-08-14 14:00:34","81.118"
" 2024-08-14 14:54:08","80.862"
" 2024-08-14 15:05:36","80.813"
" 2024-08-14 15:50:09","80.593"
" 2024-08-14 16:00:18","80.557"
" 2024-08-14 16:51:42","80.349"
" 2024-08-14 17:02:47","80.313"
" 2024-08-14 17:51:49","80.142"
" 2024-08-14 18:01:50","80.117"
" 2024-08-14 18:51:50","79.922"
" 2024-08-14 19:03:03","79.885"
" 2024-08-14 19:56:20","79.714"
" 2024-08-14 20:06:29","79.678"
" 2024-08-14 20:56:10","79.519"
" 2024-08-14 21:06:43","79.507"
" 2024-08-14 21:56:32","79.336"
" 2024-08-14 22:13:06","79.312"
" 2024-08-14 22:55:21","79.165"
" 2024-08-14 23:06:48","79.128"
" 2024-08-14 23:50:57","78.982"
" 2024-08-15 00:01:15","78.945"
" 2024-08-15 00:53:00","78.774"
" 2024-08-15 01:03:02","78.75"
" 2024-08-15 01:57:52","78.542"
" 2024-08-15 02:07:55","78.494"
" 2024-08-15 02:59:32","78.323"
" 2024-08-15 03:09:34","78.274"
" 2024-08-15 03:54:13","78.115"
" 2024-08-15 04:04:46","78.079"
" 2024-08-15 04:49:54","77.92"
" 2024-08-15 05:03:31","77.871"
" 2024-08-15 05:51:22","77.7"
" 2024-08-15 06:01:30","77.676"
" 2024-08-15 06:48:55","77.517"
" 2024-08-15 07:02:25","77.468"
" 2024-08-15 07:51:56","77.31"
" 2024-08-15 08:01:57","77.261"
" 2024-08-15 08:47:03","52.847"
" 2024-08-15 08:59:55","61.611"
" 2024-08-15 09:01:43","63.32"
" 2024-08-15 09:22:41","83.523"
" 2024-08-15 09:53:10","80.569"
" 2024-08-15 10:03:20","80.251"
" 2024-08-15 10:23:24","80.007"
" 2024-08-15 10:54:02","80.19"
" 2024-08-15 11:04:04","80.276"
" 2024-08-15 11:25:33","80.52"
" 2024-08-15 11:55:48","80.386"
" 2024-08-15 12:06:21","80.325"
" 2024-08-15 12:58:42","80.056"
" 2024-08-15 13:09:23","79.995"
" 2024-08-15 13:53:23","79.775"
" 2024-08-15 14:04:26","79.727"
" 2024-08-15 14:56:09","79.507"
" 2024-08-15 15:07:36","79.446"
" 2024-08-15 15:51:51","79.299"
" 2024-08-15 16:02:06","79.25"
" 2024-08-15 16:57:20","79.055"
" 2024-08-15 17:08:55","79.019"
" 2024-08-15 17:51:51","78.884"
" 2024-08-15 18:06:46","78.823"
" 2024-08-15 18:50:52","78.677"
" 2024-08-15 19:01:48","78.628"
" 2024-08-15 19:55:25","78.469"
" 2024-08-15 20:05:33","78.433"
" 2024-08-15 20:58:17","78.262"
" 2024-08-15 21:10:30","78.213"
" 2024-08-15 21:52:35","78.091"
" 2024-08-15 22:03:55","78.054"
" 2024-08-15 22:49:36","77.92"
" 2024-08-15 23:03:37","77.871"
" 2024-08-15 23:49:17","77.725"
" 2024-08-16 00:01:07","77.688"
" 2024-08-16 00:52:11","77.542"
" 2024-08-16 01:02:20","77.517"
" 2024-08-16 01:56:06","77.322"
" 2024-08-16 02:07:10","77.31"
" 2024-08-16 02:57:43","77.126"
" 2024-08-16 03:07:45","77.102"
" 2024-08-16 03:50:34","76.956"
" 2024-08-16 04:00:44","76.931"
" 2024-08-16 04:51:01","76.772"
" 2024-08-16 05:01:18","76.736"
" 2024-08-16 05:43:29","76.577"
" 2024-08-16 05:57:29","79.69"
" 2024-08-16 06:02:25","81.338"
" 2024-08-16 06:08:28","82.949"
" 2024-08-16 06:59:37","81.765"
" 2024-08-16 07:11:34","81.692"
" 2024-08-16 07:31:47","81.655"
" 2024-08-16 07:52:45","81.704"
" 2024-08-16 08:02:55","81.643"
" 2024-08-16 08:45:51","56.094"
" 2024-08-16 08:58:43","64.578"
" 2024-08-16 09:00:31","66.213"
" 2024-08-16 09:33:56","82.681"
" 2024-08-16 09:53:59","81.741"
" 2024-08-16 10:04:01","81.533"
" 2024-08-16 10:58:32","81.313"
" 2024-08-16 11:09:59","81.24"
" 2024-08-16 11:51:00","80.972"
" 2024-08-16 12:01:09","80.911"
" 2024-08-16 12:55:18","80.593"
" 2024-08-16 13:07:31","80.532"
" 2024-08-16 13:51:47","57.864"
" 2024-08-16 13:58:59","62.747"
" 2024-08-16 14:01:49","64.407"
" 2024-08-16 14:29:59","82.559"
" 2024-08-16 14:50:03","80.996"
" 2024-08-16 15:00:12","80.142"
" 2024-08-16 15:51:08","78.896"
" 2024-08-16 16:01:49","78.958"
" 2024-08-16 16:53:00","79.739"
" 2024-08-16 17:03:33","79.934"
" 2024-08-16 17:54:14","80.801"
" 2024-08-16 18:04:17","80.959"
" 2024-08-16 18:56:46","81.436"
" 2024-08-16 19:09:45","81.484"
" 2024-08-16 19:19:46","81.521"
" 2024-08-16 19:51:49","81.375"
" 2024-08-16 20:02:29","81.326"
" 2024-08-16 20:59:28","81.082"
" 2024-08-16 21:10:56","81.045"
" 2024-08-16 21:57:15","80.874"
" 2024-08-16 22:07:48","80.862"
" 2024-08-16 22:49:22","80.715"
" 2024-08-16 23:00:11","80.679"
" 2024-08-16 23:52:01","80.532"
" 2024-08-17 00:05:02","80.483"
" 2024-08-17 00:54:49","80.325"
" 2024-08-17 01:05:06","80.313"
" 2024-08-17 01:58:53","80.154"
" 2024-08-17 02:09:11","80.117"
" 2024-08-17 02:51:52","79.983"
" 2024-08-17 03:03:04","79.958"
" 2024-08-17 03:54:31","79.788"
" 2024-08-17 04:07:45","79.751"
" 2024-08-17 04:59:43","79.58"
" 2024-08-17 05:09:45","79.543"
" 2024-08-17 05:54:08","79.397"
" 2024-08-17 06:04:41","79.36"
" 2024-08-17 06:55:37","79.202"
" 2024-08-17 07:05:47","79.165"
" 2024-08-17 07:49:07","79.019"
" 2024-08-17 08:00:26","78.982"
" 2024-08-17 08:11:45","54.91"
" 2024-08-17 08:56:54","83.01"
" 2024-08-17 09:06:56","82.363"
" 2024-08-17 09:57:22","79.836"
" 2024-08-17 10:13:11","79.8"
" 2024-08-17 10:53:42","80.251"
" 2024-08-17 11:04:07","80.422"
" 2024-08-17 11:55:04","81.277"
" 2024-08-17 12:05:37","81.411"
" 2024-08-17 12:58:30","81.79"
" 2024-08-17 13:08:31","81.814"
" 2024-08-17 13:41:10","81.899"
" 2024-08-17 13:51:20","81.887"
" 2024-08-17 14:02:16","81.838"
" 2024-08-17 14:59:16","81.667"
" 2024-08-17 15:09:40","81.619"
" 2024-08-17 15:53:17","81.472"
" 2024-08-17 16:04:20","81.448"
" 2024-08-17 16:52:11","81.301"
" 2024-08-17 17:02:13","81.252"
" 2024-08-17 17:57:23","81.069"
" 2024-08-17 18:08:04","81.033"
" 2024-08-17 18:57:51","80.886"
" 2024-08-17 19:09:25","80.862"
" 2024-08-17 19:54:40","80.74"
" 2024-08-17 20:04:42","80.691"
" 2024-08-17 20:51:55","80.557"
" 2024-08-17 21:02:43","80.532"
" 2024-08-17 21:57:48","80.374"
" 2024-08-17 22:07:50","80.337"
" 2024-08-17 22:49:44","80.203"
" 2024-08-17 23:10:27","80.154"
