iter	RMSE
388	628.0332651
389	628.0244204
390	628.005461
391	627.9927689
392	627.9810643
393	627.9674798
394	627.9525136
395	627.9440365
396	627.9326705
397	627.9260641
398	627.9082533
399	627.8895078
400	627.8734206
401	627.8576267
402	627.8415061
403	627.8323922
404	627.826668
405	627.8163712
406	627.809933
407	627.7925915
408	627.7791151
409	627.7645935
410	627.753273
411	627.7468601
412	627.7374531
413	627.7189797
414	627.7023797
415	627.6877278
416	627.6838835
417	627.6711127
418	627.6551225
419	627.6440429
420	627.6423389
421	627.6329876
422	627.6323199
423	627.6203402
424	627.6138029
425	627.6071825
426	627.60208
427	627.5891546
428	627.571516
429	627.5622727
430	627.5459054
431	627.5298615
432	627.5245819
433	627.5158435
434	627.5111306
435	627.5053868
436	627.5010485
437	627.4873773
438	627.4712741
439	627.4646777
440	627.4591389
441	627.4509546
442	627.4350459
443	627.4286511
444	627.4136902
445	627.409243
446	627.4025379
447	627.3922654
448	627.3776729
449	627.3639244
450	627.3512143
451	627.3401132
452	627.3366383
453	627.3285551
454	627.3237688
455	627.3142354
456	627.3076668
457	627.3017752
458	627.298387
459	627.291342
460	627.2852364
461	627.2744763
462	627.2603243
463	627.2533996
464	627.2491307
465	627.2450145
466	627.2367205
467	627.2298077
468	627.2170945
469	627.2023924
470	627.1949335
471	627.1872848
472	627.1779327
473	627.171239
474	627.1589074
475	627.1467679
476	627.1350433
477	627.1280972
478	627.1219109
479	627.1093666
480	627.103606
481	627.0922433
482	627.080492
483	627.0747359
484	627.0650118
485	627.0614468
486	627.0559732
487	627.0443055
488	627.042192
489	627.0319768
490	627.0236106
491	627.0171047
492	627.0121099
493	627.0037254
494	626.9945543
495	626.9840946
496	626.9748626
497	626.9638326
498	626.9593978
499	626.9486238
500	626.9356484
501	626.9229286
502	626.915435
503	626.9105909
504	626.905389
505	626.8995301
506	626.8891167
507	626.8877475
508	626.8826019
509	626.876279
510	626.8719092
511	626.860333
512	626.8556682
513	626.850465
514	626.839456
515	626.8309579
516	626.8218642
517	626.8134462
518	626.804658
519	626.7923277
520	626.7802401
521	626.7709639
522	626.7663223
523	626.7649071
524	626.7541543
525	626.7447332
526	626.7424017
527	626.7391114
528	626.7385391
529	626.7306668
530	626.7229361
531	626.7183866
532	626.7079376
533	626.7033359
534	626.6985159
535	626.6926145
536	626.6869051
537	626.678276
538	626.6694601
539	626.6633919
540	626.6597405
541	626.6580528
542	626.6532026
543	626.6500999
544	626.6495843
545	626.64538
546	626.6401765
547	626.6374788
548	626.632007
549	626.6297388
550	626.6229829
551	626.6225409
552	626.6158688
553	626.605099
554	626.597458
555	626.5869637
556	626.5759655
557	626.5704061
558	626.5653107
559	626.5601988
560	626.5507426
561	626.5479578
562	626.5380515
563	626.534963
564	626.5263094
565	626.5237348
566	626.5136676
567	626.5055544
568	626.4998175
569	626.4903276
570	626.4813758
571	626.4745679
572	626.4666743
573	626.4631234
574	626.4619938
575	626.4584468
576	626.449217
577	626.439751
578	626.4308368
579	626.4267427
580	626.4216199
581	626.4202244
582	626.420128
583	626.4157438
584	626.4077702
585	626.4051902
586	626.3991237
587	626.3943471
588	626.3914873
589	626.3904357
590	626.3875323
591	626.3809191
592	626.3769096
593	626.3679455
594	626.3608156
595	626.3572084
596	626.3483705
597	626.3464175
598	626.3380703
599	626.3348823
600	626.3305746
601	626.3269086
602	626.3175046
603	626.3156025
604	626.3121397
605	626.3119426
606	626.3074875
607	626.3038417
608	626.2980836
609	626.2912864
610	626.2893138
611	626.2836391
612	626.2780961
613	626.2730563
614	626.2680732
615	626.2618533
616	626.253041
617	626.2482113
618	626.2445177
619	626.2423234
620	626.2385822
621	626.2349814
622	626.2265491
623	626.2227549
624	626.215238
625	626.2131865
626	626.2088927
627	626.2006744
628	626.1977692
629	626.1918433
630	626.1901129
631	626.1842907
632	626.1840762
633	626.1825351
634	626.1803564
635	626.1713461
636	626.1663412
637	626.1604773
638	626.1594453
639	626.1522814
640	626.1475904
641	626.1473381
642	626.1447341
643	626.1367058
644	626.1293309
645	626.1277291
646	626.1247266
647	626.1213796
648	626.1141662
649	626.1111991
650	626.1056527
651	626.0998177
652	626.0921342
653	626.0892494
654	626.0853092
655	626.0814692
656	626.0752028
657	626.0721682
658	626.0672924
659	626.0619069
660	626.0605547
661	626.0592301
662	626.0535348
663	626.0466006
664	626.0465617
665	626.0400309
666	626.033746
667	626.0335244
668	626.0250836
669	626.01963
670	626.0159371
671	626.0103065
672	626.0078309
673	626.0062142
674	626.0023994
675	625.9985251
676	625.99306
677	625.985936
678	625.9796409
679	625.9751507
680	625.9745171
681	625.9726671
682	625.9726336
683	625.9672055
684	625.9632941
685	625.9607344
686	625.9555292
687	625.9503363
688	625.945912
689	625.940818
690	625.9397619
691	625.9371966
692	625.9359126
693	625.9307553
694	625.9226832
695	625.9185662
696	625.918153
697	625.9162842
698	625.9129261
699	625.9082819
700	625.9030952
701	625.9021477
702	625.8989821
703	625.8934243
704	625.8913263
705	625.8908961
706	625.8880441
707	625.8832724
708	625.8832722
709	625.8801169
710	625.8772163
711	625.8767408
712	625.8767145
713	625.8721699
714	625.8696462
715	625.8676643
716	625.8639085
717	625.8592463
718	625.8552025
719	625.8473828
720	625.8420378
721	625.8373175
722	625.8359629
723	625.8345142
724	625.8317362
725	625.8295887
726	625.8230073
727	625.8183103
728	625.8107696
729	625.8081537
730	625.8038211
731	625.7995855
732	625.7971806
733	625.7949001
734	625.7907437
735	625.789945
736	625.7888212
737	625.7842601
738	625.7783334
739	625.7749516
740	625.76865
741	625.7684675
742	625.7681112
743	625.764682
744	625.7646633
745	625.7618432
746	625.7561657
747	625.7487415
748	625.7435012
749	625.7424849
750	625.7405503
751	625.7373349
752	625.7320478
753	625.7278812
754	625.7266925
755	625.7242801
756	625.7216404
757	625.7183368
758	625.7145149
759	625.7129139
760	625.7126034
761	625.709957
762	625.7087857
763	625.7054881
764	625.7033129
765	625.7030359
766	625.6994323
767	625.6962734
768	625.6937851
769	625.6917606
770	625.6911667
771	625.6863453
772	625.6863186
773	625.6849798
774	625.6828344
775	625.6793185
776	625.6782841
777	625.6782172
778	625.6742923
779	625.667162
780	625.6660779
781	625.6645249
782	625.6601894
783	625.656372
784	625.652398
785	625.6479861
786	625.6419955
787	625.6376827
788	625.6341427
789	625.6339506
790	625.6320257
791	625.6290559
792	625.6281226
793	625.6265065
794	625.6253082
795	625.623379
796	625.6205005
797	625.6137104
798	625.6136696
799	625.6100986
800	625.6057716
801	625.6046609
802	625.6012473
803	625.5974958
804	625.5940267
805	625.5928373
806	625.592394
807	625.5904901
808	625.5854364
809	625.5824671
810	625.5778002
811	625.5737828
812	625.5720278
813	625.5711275
814	625.5669395
815	625.5649096
816	625.5616268
817	625.5568055
818	625.5540131
819	625.5480703
820	625.5442856
821	625.5433211
822	625.5366165
823	625.5335162
824	625.5293022
825	625.5269614
826	625.5268633
827	625.5216523
828	625.517095
829	625.5129269
830	625.5090417
831	625.5063368
832	625.5020164
833	625.4983609
834	625.4939394
835	625.4897008
836	625.4884417
837	625.4862676
838	625.4822375
839	625.4810321
840	625.4791839
841	625.4784254
842	625.4756116
843	625.4754909
844	625.4754635
845	625.4713268
846	625.466836
847	625.4639963
848	625.461408
849	625.4612681
850	625.4576863
851	625.4565171
852	625.4541296
853	625.4519441
854	625.4510063
855	625.4509823
856	625.4509429
857	625.4478742
858	625.4448701
859	625.44474
860	625.4416449
861	625.4381516
862	625.4343218
863	625.4326106
864	625.4326052
865	625.4304872
866	625.4274658
867	625.4245341
868	625.4196803
869	625.4169647
870	625.4143656
871	625.4122512
872	625.4088581
873	625.4057973
874	625.4029194
875	625.4020011
876	625.399491
877	625.3961855
878	625.3936512
879	625.3904524
880	625.3885411
881	625.3885368
882	625.3871331
883	625.3854893
884	625.3853739
885	625.3838787
886	625.3814114
887	625.3774759
888	625.3764221
889	625.3746132
890	625.3715615
891	625.3685899
892	625.3652657
893	625.3612804
894	625.3586225
895	625.3548214
896	625.3511823
897	625.3501367
898	625.3477904
899	625.3460776
900	625.3457211
901	625.340365
902	625.3364147
903	625.3348382
904	625.3298113
905	625.3284175
906	625.3283853
907	625.325481
908	625.3205231
909	625.3193069
910	625.3187898
911	625.3164988
912	625.3141635
913	625.3124209
914	625.3085854
915	625.3028265
916	625.2979666
917	625.2961906
918	625.2955061
919	625.2926705
920	625.2901128
921	625.2886162
922	625.2875417
923	625.2850114
924	625.2798501
925	625.2787414
926	625.277651
927	625.2746246
928	625.271274
929	625.2688959
930	625.2668333
931	625.266647
932	625.263955
933	625.2624945
934	625.26154
935	625.2599155
936	625.2566264
937	625.255199
938	625.2519736
939	625.2493516
940	625.2474946
941	625.2439795
942	625.2408734
943	625.2368192
944	625.2337503
945	625.2330765
946	625.2298619
947	625.2256324
948	625.2243297
949	625.2227451
950	625.2201659
951	625.2171065
952	625.2142007
953	625.2110059
954	625.206158
955	625.2026775
956	625.1979246
957	625.1953193
958	625.192098
959	625.1884174
960	625.1862363
961	625.1837694
962	625.1803666
963	625.1770241
964	625.1731546
965	625.1694459
966	625.1670709
967	625.1667616
968	625.1667528
969	625.1661998
970	625.1616004
971	625.1600262
972	625.1588663
973	625.1553942
974	625.1533127
975	625.1509603
976	625.1485147
977	625.1433657
978	625.1418909
979	625.1386802
980	625.1363
981	625.1329247
982	625.1296635
983	625.1251955
984	625.1225128
985	625.1192131
986	625.1161158
987	625.1139919
988	625.1113647
989	625.1089812
990	625.1064166
991	625.1054675
992	625.1029577
993	625.1020122
994	625.1008825
995	625.0988739
996	625.0959908
997	625.0931645
998	625.0909277
999	625.0907127
