Timestamp,3370-02-EBB08,3370-02-AI153,3370-02-AI156,3370-02-AI109,3370-02-AI110
 2024-08-06 00:00:04,9.403,8.601,9.403,53.033,53.094
 2024-08-06 00:01:06,9.486,8.288,7.389,52.95,53.011
 2024-08-06 00:59:50,7.064,8.322,9.701,52.972,53.033
 2024-08-06 00:59:57,9.326,8.206,9.326,52.965,53.026
 2024-08-06 01:00:44,9.362,8.242,9.362,53.018,53.079
 2024-08-06 01:59:29,9.248,8.231,9.243,53.011,53.072
 2024-08-06 02:00:00,9.28,7.998,9.275,53.003,53.064
 2024-08-06 02:00:30,9.266,8.261,9.271,52.972,53.041
 2024-08-06 02:04:45,9.055,8.217,9.042,53.011,53.072
 2024-08-06 02:59:20,9.39,8.215,9.362,52.988,53.049
 2024-08-06 03:00:06,9.252,8.217,9.252,52.995,53.056
 2024-08-06 03:32:08,9.257,8.213,9.257,55.742,55.818
 2024-08-06 03:33:33,9.248,8.213,9.248,51.859,51.92
 2024-08-06 03:59:55,9.248,8.212,9.248,53.125,53.178
 2024-08-06 04:00:02,9.252,8.213,9.252,53.072,53.133
 2024-08-06 04:58:26,9.248,8.21,9.248,53.354,53.415
 2024-08-06 04:59:51,9.243,8.21,9.243,53.308,53.369
 2024-08-06 04:59:59,7.485,8.208,9.307,53.323,53.384
 2024-08-06 05:52:04,9.312,6.829,7.879,51.591,51.653
 2024-08-06 05:52:43,9.22,8.274,9.211,54.887,54.956
 2024-08-06 05:59:55,9.184,8.171,9.188,53.911,53.972
 2024-08-06 06:00:03,9.22,8.15,9.225,53.743,53.804
